trading_day,FromMsOfDay,ToMsOfDay,reference_time_ms,reference_price,Regime,rel_price_mean,rel_price_std,rel_price_min,rel_price_max,rel_price_range,rel_price_range_pct,return_mean,return_std,return_skewness,return_kurtosis,realized_volatility,rel_price_change_std,max_rel_price_change,rel_rolling_vol_mean,rel_rolling_vol_std,rel_rolling_vol_max,rel_momentum_mean,rel_momentum_std,rel_momentum_final,rel_trend_slope,rel_trend_r_squared,rel_trend_p_value,rel_trend_strength,direction_changes,direction_consistency,num_peaks,num_troughs,peak_trough_ratio,reversal_frequency,autocorr_lag1,num_jumps,jump_frequency,max_jump_size
20200116,38100000,43200000,38100000,329.895,1,-0.04002330551263575,0.03339707411604102,-0.10912563088254501,0.018187605147090835,0.12731323602963585,0.12731323602963585,-2.130100997076976e-06,0.00014006893991066967,0.11337232439322034,0.12279763762162599,0.0012915211368484472,0.014001763575277324,0.04243774534320455,0.011840130892152839,0.006285216501280488,0.027699217754884084,0.00016534186497363956,0.011415406950115083,-0.0021218872671602274,-3.2416073767994604e-05,0.0005805784552438294,0.8257061616807393,1.882007403329233e-08,59,0.29761904761904767,23,22,1.0454545454545454,52.32558139534884,0.0047237224065368386,4,4.705882352941177,0.00042448039052191795
20200117,38100000,43200000,38100000,331.725,2,-0.0882104993804474,0.04532014059089248,-0.1929308915517458,0.0,0.1929308915517458,0.1929308915517458,-6.017219729604797e-06,0.00016369206084028824,-0.15104366371207886,-0.534620468707276,0.0015101855203286355,0.01635389738954489,0.04220363252693815,0.01503870069682925,0.006150226701271526,0.036797213401865765,-0.0012939054313688301,0.015911032358644713,0.008742181023438933,-0.0006034351843688309,0.1092535841312763,0.0018818990247738757,6.592745668321229e-05,47,0.44047619047619047,21,22,0.9545454545454546,50.0,0.006843141693488983,3,3.5294117647058822,0.0004226351300357319
20200121,38100000,43200000,38100000,331.335,2,0.08554189341849147,0.08141611370444425,-0.05130758899601906,0.21428463639519002,0.2655922253912091,0.2655922253912091,2.306561481407089e-05,0.0001297649448978611,-0.17078100369869373,-0.191590942727081,0.0012151262890922744,0.012982524803232212,0.033199028173913625,0.012211341040809847,0.004893259491474697,0.023610674653273885,0.00591271948055846,0.010338517898715196,0.002716284123318591,0.003039263832119079,0.8587623584151397,1.8563671878394547e-37,0.0026100053763164154,43,0.48809523809523814,18,18,1.0,41.86046511627907,-0.048685089442824445,4,4.705882352941177,0.0003319001282341816
20200122,38100000,43200000,38100000,332.755,2,-0.13909598269276277,0.0928699403687775,-0.2719718711965191,0.04507821069554829,0.3170500818920674,0.3170500818920674,-2.5469135741920437e-05,0.00016762750036800433,-0.27561611134272285,0.9419431082971825,0.001563186085909346,0.016737122855877053,0.048083424741940384,0.015057003670963597,0.010002726699457119,0.05283111590818491,-0.006820274735106808,0.016404420852152695,-0.01878258778981512,-0.0029706099259534224,0.6305185303865417,7.492712857572283e-20,0.0018730246048638253,47,0.44047619047619047,18,19,0.9473684210526315,43.02325581395349,0.13632713172056934,6,7.0588235294117645,0.0004816883175530986
20200123,38100000,43200000,38100000,330.715,2,-0.17840134254568998,0.08880139810785057,-0.31749391469995114,0.019654385195710944,0.3371482998956621,0.3371482998956621,-1.9555826474094018e-05,0.00022679582402019226,-0.4644710518777647,0.5452950123334142,0.0020987129322699305,0.022640544124954323,0.08164129235143092,0.020972575838277368,0.008628042845211922,0.041174681695415896,-0.006885906981155182,0.020964811128912526,0.027667326852428564,-0.002637834202472434,0.5437663336785196,5.656252172879736e-16,0.0014343654331302371,43,0.48809523809523814,19,19,1.0,44.18604651162791,0.04783728783630591,2,2.3529411764705883,0.0008173273395996266
20200124,38100000,43200000,38100000,331.085,3,-0.07717753924639714,0.1315409279387703,-0.33828171013485786,0.1328963861244148,0.47117809625927265,0.47117809625927265,-3.980524773814058e-05,0.0003442353267532067,-1.555437837084276,5.329474347723901,0.0031948404536459173,0.03439844613397987,0.17065104127339525,0.02856111127716319,0.01730776411597419,0.09179025557285421,-0.009445528269999249,0.029077308144230003,-0.028995575154414643,-0.004177443330095178,0.6215216538245447,2.0724279112114877e-19,0.0025963714872790688,42,0.5,21,21,1.0,48.837209302325576,-0.08133251257809593,3,3.5294117647058822,0.0017058148662522025
20200127,38100000,43200000,38100000,324.085,1,-0.0527244682793809,0.07907436480635692,-0.21907832821635997,0.10491074872334138,0.32398907693970136,0.32398907693970136,4.421276677798418e-06,0.0003631158923248815,0.5309526621031343,0.08473686383462997,0.0033480112619942463,0.03629450815870654,0.11108196923647062,0.03069747237665632,0.013398394851691052,0.08505321099172908,0.0005209471861736944,0.02886523341706812,0.011725318974959986,0.0010230008286352895,0.10314245857186743,0.0025696588713143087,0.00010551482058650141,40,0.5238095238095238,19,18,1.0555555555555556,43.02325581395349,-0.1952491219347023,2,2.3529411764705883,0.0011114369954153647
20200128,38100000,43200000,38100000,326.595,2,0.07681443164262461,0.054851023626878444,-0.033680858555706905,0.18983756640484906,0.22351842496055596,0.22351842496055596,2.2333729796783e-05,0.00020406746032594058,-0.15385731468737943,-0.63218489778941,0.0018926430004873554,0.020419391084294417,0.042866547252695675,0.020306652883586827,0.008789747150655898,0.049252768542519205,0.004821492443776886,0.01749728892290459,0.016534239654617533,0.001537736602555389,0.4843411433452048,1.0231354598176631e-13,0.0007447891042454479,37,0.5595238095238095,16,17,0.9411764705882353,38.372093023255815,0.24125511104439912,3,3.5294117647058822,0.0004283900185125269
20200129,38100000,43200000,38100000,327.235,2,0.15713051675756287,0.06263391544358685,-0.03361498617202585,0.25364035020702946,0.2872553363790553,0.2872553363790553,2.4622954707321367e-05,0.00020673705543538322,-0.16221465069416013,-0.03898800208501463,0.0019194927712893268,0.020705086074211804,0.05806224884257194,0.018988073715859265,0.008999872826597147,0.04171062325023995,0.0060999095332218275,0.01776209489107117,0.014821152994028974,0.0016163343637665187,0.41039326175010626,3.079987275026232e-11,0.0006633327316249244,46,0.45238095238095233,21,21,1.0,48.837209302325576,0.0005318789068142431,3,3.5294117647058822,0.0005794891345787197
20200130,38100000,43200000,38100000,324.875,4,-0.07476936567731929,0.16917878093928929,-0.3816852635629142,0.249326664101579,0.6310119276644932,0.6310119276644932,1.092561075352555e-05,0.0003651444083913619,0.4117441762844659,-0.7210639240301142,0.003367971745091442,0.0364725103230232,0.09234320892650416,0.034639480224220955,0.011955200890082413,0.06872869026090804,0.009769991455255115,0.03027294162535088,-0.04093882262408144,0.0056838474217124355,0.6955846221034812,2.0928893240905872e-23,0.00395359686092569,46,0.45238095238095233,22,22,1.0,51.162790697674424,0.05495984579673048,2,2.3529411764705883,0.0009234889412197888
20200131,38100000,43200000,38100000,324.84,3,-0.32513323195962585,0.14796434546979267,-0.6464721093461301,0.0015392193079888372,0.6480113286541189,0.6480113286541189,-2.6882280908227927e-05,0.0005097574934426602,-0.47781469993292414,0.6411392417064663,0.004706262373429755,0.05078403277786601,0.1785494397241849,0.04485359383647441,0.02080312817598425,0.10042152710493242,-0.008339770068620972,0.03816854172204557,0.048023642408574485,-0.003988247268066146,0.447720448713345,1.8952021004902457e-12,0.0017856198564383471,49,0.41666666666666663,21,22,0.9545454545454546,50.0,0.003957760538749296,2,2.3529411764705883,0.001793001112897369
20200203,38100000,43200000,38100000,325.785,3,-0.28394743144555784,0.1748048517168847,-0.6246450880181831,0.012278036128110514,0.6369231241462936,0.6369231241462936,-5.5146770483204415e-05,0.0003212349251701205,-0.6232610048491116,1.7543216275120121,0.0030049640085567267,0.03202091747873576,0.1258498703132438,0.028212252471105745,0.015092864666756845,0.07427323929930973,-0.016868347362384954,0.027658407102836517,0.047423914544868495,-0.0064991376882676,0.8518466961533078,1.3878083302541576e-36,0.0055362689675962015,42,0.5,19,18,1.0555555555555556,43.02325581395349,-0.10694714646619714,6,7.0588235294117645,0.001263657517991611
20200204,38100000,43200000,38100000,329.035,2,0.08659925553971277,0.07414233008889186,-0.033431093956570734,0.2188217058975317,0.2522527998541024,0.2522527998541024,1.967032415905241e-05,0.0002059137335156186,0.18038176540745843,0.4407259375998809,0.0019070731293643118,0.020605968424296094,0.06078380719376497,0.017722316423209726,0.008640656413299922,0.04298064225304686,0.0023524122784081046,0.014310217209283957,-0.007446016381231768,0.0022499241354704126,0.5674926226765095,5.881479151617172e-17,0.0012768153484612826,48,0.4285714285714286,22,22,1.0,51.162790697674424,-0.0036125664394464165,4,4.705882352941177,0.0006078380719376013
20200205,38100000,43200000,38100000,331.22,2,0.07858544099824633,0.0860246947473182,-0.15246663848802466,0.23096431374916015,0.3834309522371848,0.3834309522371848,2.7182785168981158e-05,0.0002880117874221639,-0.15886878635545618,0.47880812756585023,0.0026671377819322494,0.028808963336287158,0.08151681661734411,0.02535126121321899,0.011788573154310186,0.057359713075785614,0.008414386169352549,0.023494828707778408,0.024756959120828537,0.0023230113012446593,0.4493795417523655,1.6672983495348943e-12,0.0010439137540388913,47,0.44047619047619047,22,23,0.9565217391304348,52.32558139534884,-0.07727841386548172,5,5.88235294117647,0.0008152296985159251
20200206,38100000,43200000,38100000,333.395,2,0.08808254193904705,0.05561187045977147,-0.04199223143718234,0.18296615126200955,0.22495838269919188,0.22495838269919188,2.4973926121924818e-06,0.00023458905766275023,-0.379801748119276,0.008136743258434276,0.002162926801887043,0.023478143575944146,0.06298834715579016,0.02083230903560805,0.010265233773358829,0.04770438040879376,0.0006719536106598127,0.016075876905246287,-0.01349750296195662,0.0011511479508797176,0.26404881140216835,4.190044817646373e-07,0.0003039592481778311,44,0.47619047619047616,20,19,1.0526315789473684,45.348837209302324,0.09154807324877678,4,4.705882352941177,0.0006291475051306571
20200207,38100000,43200000,38100000,332.855,2,0.05898580742434615,0.06190343701821413,-0.0510732901713995,0.20128884949901504,0.25236213967041454,0.25236213967041454,1.1685938543356037e-05,0.0002360221819773588,0.1454432195838611,0.45881951380868147,0.0021786825563455472,0.023612586844792477,0.07210346847725813,0.022426028070698822,0.012250107126030878,0.05921618525912822,0.0019625565283584757,0.020173172060775464,0.020128884949903725,0.001357573383147552,0.29638350930042495,6.017566805468819e-08,0.00040236236343012185,46,0.45238095238095233,19,19,1.0,44.18604651162791,0.22051867747471124,4,4.705882352941177,0.0007209263904117064
20200210,38100000,43200000,38100000,333.435,1,-0.007096672724121862,0.03250080282024059,-0.06897896141677684,0.07497713197475164,0.14395609339152848,0.14395609339152848,-1.9244747582395838e-06,0.0001803830257558933,0.5276414044338562,0.6049849924994595,0.001663143969906226,0.01803825138588057,0.058482162940309834,0.01597244355673632,0.008133321871672261,0.04024253940227197,-0.0017955562514471025,0.013673961021956366,-0.007647667461422314,-0.00019315303228474966,0.02176565873209079,0.17523764632641314,4.204102983778376e-06,42,0.5,15,16,0.9375,36.04651162790697,0.04624586970458753,4,4.705882352941177,0.000584786552908168
20200211,38100000,43200000,38100000,336.9,3,-0.16119958306583929,0.10139643808437804,-0.3665776194716419,0.02819827842091005,0.39477589789255196,0.39477589789255196,-3.687539343539362e-05,0.00021366392643626473,0.6893116268462071,1.2290257067397476,0.0019990062002405128,0.021332262341351608,0.07420599584446741,0.020866853212168014,0.009392409186643217,0.05170619264509345,-0.00806243326278939,0.019860498981057476,-0.02671415850400538,-0.0037423848980258495,0.8394762965682401,4.056844705105274e-35,0.003141643414527651,38,0.5476190476190477,16,17,0.9411764705882353,38.372093023255815,0.06243732913163288,4,4.705882352941177,0.0007424015204383138
20200212,38100000,43200000,38100000,336.625,2,0.07716819661654908,0.052953667433506206,-0.029706646862237562,0.15744522836984576,0.18715187523208332,0.18715187523208332,1.3115470106975905e-05,0.00018332475320875812,-0.7260789438008566,1.182403160544247,0.0016944905898500053,0.018341315174235952,0.06238395841069444,0.014862833357747655,0.0074823922662628755,0.035734515579528156,0.0026735982176011325,0.01210743181748823,-0.012773858150758599,0.0017568667061711167,0.6783322583097358,2.145550312587715e-22,0.0011917393603462405,52,0.38095238095238093,22,22,1.0,51.162790697674424,-0.19435710691055147,5,5.88235294117647,0.0006236357966948382
20200213,38100000,43200000,38100000,336.395,2,0.20418272124029696,0.1003498083692907,-0.05945391578352499,0.35969619049036616,0.41915010627389115,0.41915010627389115,3.1451145737695886e-05,0.0001848197047223966,-0.46343034083618007,0.9272095075577682,0.0017284493960947917,0.0185187983433729,0.047563132626837756,0.018692870276473077,0.007752604548846343,0.039582647223366345,0.008715403563721911,0.019974771286665607,0.007580374262401435,0.003251497325477236,0.6469796781504029,1.0912797492481217e-20,0.002103652693144158,36,0.5714285714285714,15,14,1.0714285714285714,33.72093023255814,0.13468704776354287,8,9.411764705882353,0.0004755889128335439
20200214,38100000,43200000,38100000,337.22,1,0.06294627894562631,0.034273339410609636,-0.014827115829429971,0.14085760037956252,0.1556847162089925,0.1556847162089925,2.451824152931939e-06,0.00014114544201224738,-0.44143416070749913,0.7029198312528644,0.0013014929948383567,0.014122842471638085,0.04151592432239948,0.012549063797868295,0.006135826242045986,0.03111222156799644,0.0004910278618837198,0.012095450021019449,0.006523930964947855,0.0003509576008722562,0.06461798242008628,0.01818636533702241,2.2678172083359107e-05,49,0.41666666666666663,21,20,1.05,47.674418604651166,0.05914194676956657,4,4.705882352941177,0.0004148086695011522
20200218,38100000,43200000,38100000,336.265,3,-0.10507009456480974,0.12915772199295156,-0.30035834832646824,0.09962380860335518,0.3999821569298234,0.3999821569298234,-3.536139796843323e-05,0.0002342141125249373,0.644708052879723,0.4653537231515039,0.002183819523823043,0.023396049747631282,0.07137228079044933,0.02344011341319114,0.00893470097887935,0.046803823937105755,-0.007596822311407512,0.022692790216630076,-0.03211752635570164,-0.004654525498338815,0.800326148811568,3.972952992851453e-31,0.0037251384666307486,32,0.6190476190476191,15,15,1.0,34.883720930232556,0.1378623102479338,3,3.5294117647058822,0.0007141688116528815
20200219,38100000,43200000,38100000,338.215,2,0.10516910084373107,0.05547953890605546,-0.0029566991410767685,0.17444524932366257,0.17740194846473933,0.17740194846473933,1.564756181689857e-05,9.7269501448659e-05,0.37294912963941956,0.09828439031091918,0.0009083100675128338,0.00973614251968321,0.026610292269735325,0.009058279555556945,0.0045562544774238175,0.02090702012585629,0.004118259517931298,0.009079200375425915,-0.005913398282157978,0.0017462642542556003,0.610535856099239,6.952184588965466e-19,0.001066156941447442,45,0.4642857142857143,16,16,1.0,37.2093023255814,0.05592359582395688,6,7.0588235294117645,0.00026590637141220465
20200220,38100000,43200000,38100000,338.425,3,-0.42952047016703904,0.42567764514583323,-1.1996749649109906,0.05614242446627671,1.2558173893772673,1.2558173893772673,-0.00010320468383135588,0.0005317834627520562,-0.22395380716569877,3.2552400732470543,0.004994278019074459,0.05275047540250776,0.21422767230553363,0.04798171766006036,0.04184628554438415,0.21606000346866583,-0.026820191701627808,0.0701781399891552,0.04594814212897769,-0.01566101851950037,0.8341329013266404,1.6099860309179573e-34,0.01306337081540109,37,0.5595238095238095,17,16,1.0625,38.372093023255815,0.2866140679735863,5,5.88235294117647,0.002163597839386332
20200221,38100000,43200000,38100000,333.675,2,0.09936907692870262,0.11797750841192364,-0.1768187607702254,0.2966958867161251,0.4735146474863505,0.4735146474863505,2.611149575165864e-05,0.00031349412933564966,-0.2713262293289794,1.4696745036064263,0.002900281407683745,0.03135897386105594,0.10788941335131419,0.02851040561898685,0.014934186862844385,0.08112768084244146,0.009576547674996999,0.02768012630473937,0.013486176668910943,0.004230688781038946,0.7924660212985052,2.020466487906534e-30,0.003352677105662156,47,0.44047619047619047,21,20,1.05,47.674418604651166,0.06146549806922032,5,5.88235294117647,0.0010792175672637747
20200224,38100000,43200000,38100000,324.055,3,0.015088595712826924,0.14551603601282928,-0.3024177994476296,0.24687167301846724,0.5492894724660968,0.5492894724660968,-1.9884699174669276e-05,0.00044634744789472965,-0.40431825471148786,0.884811675550417,0.004119201727008458,0.04462472339229977,0.1542947956365337,0.04198863041635075,0.02616143512342522,0.14504367348572497,-0.0058411601205262545,0.04506645648260222,0.017281017111291375,-0.0032711602991704254,0.3114145316994662,2.3742584540430733e-08,0.0010186868526800437,35,0.5833333333333333,16,15,1.0666666666666667,36.04651162790697,0.2921315643032396,5,5.88235294117647,0.0015423292255964957
20200225,38100000,43200000,38100000,320.34,3,-0.33692399499949094,0.2434864230388971,-0.8475369919460518,0.23568708247487802,1.0832240744209298,1.0832240744209298,-3.333509589496749e-05,0.0007955488820033454,0.21723996782172592,-0.24402796471457,0.007341034425977273,0.0792460288426837,0.22944371605170266,0.0761938613042969,0.03494605468674751,0.1797341470997636,-0.009529242063424344,0.08395448596581001,-0.015920584379095493,-0.005047999866338513,0.2648781304216586,3.990467792067481e-07,0.001337104766964528,41,0.5119047619047619,19,20,0.95,45.348837209302324,0.09041082792873847,2,2.3529411764705883,0.002307728535769835
20200226,38100000,43200000,38100000,317.135,3,-0.06922442610273984,0.20723248813856493,-0.6243397922020666,0.29482712409540923,0.9191669162974758,0.9191669162974758,-6.416244272121987e-05,0.0006143022733876733,-0.10029004795590686,0.4900975758942647,0.005694396252663095,0.0613791380246261,0.1876172607880089,0.05892569112378471,0.02276407555263294,0.11212054186732426,-0.016826788706272314,0.06390094494829729,-0.046825484415158325,-0.0053468533093495845,0.4102397967566358,3.1143894759642195e-11,0.002193492014915119,31,0.6309523809523809,16,15,1.0666666666666667,36.04651162790697,-0.005214768681285836,4,4.705882352941177,0.001875935997477819
20200227,38100000,43200000,38100000,300.845,0,1.3283514998645196,0.45448612023433405,0.0,2.0392560953314876,2.0392560953314876,2.0392560953314876,0.0002217330137930312,0.001183682447999499,-0.08599107830946008,-0.06502855380455674,0.011102833949229595,0.11980879379142592,0.34070700859247793,0.11540523816553327,0.04688163011497782,0.2505889695615443,0.03777023720848612,0.10144316641679711,0.11667137562532548,0.009981916189145207,0.29726482398023163,5.7011136229957485e-08,0.0029672725589516744,36,0.5714285714285714,18,18,1.0,41.86046511627907,-0.015796218751787196,5,5.88235294117647,0.003405711627598007
20200228,38100000,43200000,38100000,288.115,0,0.7481670150283143,0.7360264074610214,-0.3089044305225275,2.7037814761466716,3.012685906669199,3.012685906669199,0.0001498148732553448,0.0016090178876951066,-0.523997077588627,-0.35692154231270035,0.014898575771850263,0.1625832435928281,0.4165003557607072,0.1536474265960581,0.08036812313826672,0.3853851488229061,0.04043975045137756,0.17777181866469646,-0.09301841278656076,0.025238001375689937,0.7245695165608764,3.0695354110052497e-25,0.018286686455746392,43,0.48809523809523814,21,22,0.9545454545454546,50.0,0.1178885824365961,3,3.5294117647058822,0.0040897007702269395
20200302,38100000,43200000,38100000,295.755,0,1.5818993801044479,0.6560747764025636,0.0,2.73030041757536,2.73030041757536,2.73030041757536,0.00030903541879520233,0.0010999484357608364,0.268789069128033,0.3853907220432,0.010533665239090528,0.1114843602110559,0.38545417659887615,0.10802269248034727,0.05793147886972153,0.3455767168628416,0.07003427503503606,0.09635406961908395,0.12747037243664705,0.025148514658351707,0.9054717997878989,8.572808773738152e-45,0.022771270829690077,41,0.5119047619047619,20,20,1.0,46.51162790697674,-0.009729774635291427,6,7.0588235294117645,0.0038129003127246727
20200303,38100000,43200000,38100000,309.21,0,-0.6339486297789576,0.7580179074350278,-1.9824714595258919,0.6193202030982281,2.60179166262412,2.60179166262412,-7.077366796578565e-05,0.0016455578238134111,-0.25436519497239174,0.6272944756799581,0.015185318712665307,0.16327270941820743,0.4899582807800562,0.15377090577739938,0.06039570222829471,0.372125329085387,-0.03746875678572578,0.1587015628313961,0.17172795187736511,-0.023808445778975243,0.6079391223412419,9.209284145533655e-19,0.014474085631179256,33,0.6071428571428572,17,16,1.0625,38.372093023255815,-0.00764831992633142,5,5.88235294117647,0.004953246583404127
20200304,38100000,43200000,38100000,305.635,1,-0.14133745944870188,0.1403401708027349,-0.4646064750437717,0.21594385459782206,0.6805503296415938,0.6805503296415938,-2.5146260126289144e-05,0.0009787196985444001,0.11581799229581242,-0.9725039413994234,0.009026327577202167,0.09771438437701911,0.21757979289019902,0.09072602762678895,0.02815771621587662,0.1727948931199421,-0.0028193378104219963,0.06212618043751667,0.0390989251885443,-0.0005309333200511053,0.0088200875011129,0.3897374619762395,4.68287834010713e-06,41,0.5119047619047619,20,19,1.0526315789473684,45.348837209302324,0.08041457652581989,1,1.1764705882352942,0.0021791489849752217
20200305,38100000,43200000,38100000,305.995,0,0.19680364134236566,0.2844860041634923,-0.3055605483749724,0.7549142959852206,1.060474844360193,1.060474844360193,-9.257974825913059e-06,0.0008457575429172702,-0.47467612878846804,1.220410263960157,0.007797966412946615,0.08477080470493048,0.3153646301410018,0.07891530603536465,0.031844438182992804,0.17050757997831859,0.00410201083414694,0.07092441816436605,-0.1228778248010598,0.002823616246728267,0.06070807554473211,0.02220340099929399,0.00017141630841571257,37,0.5595238095238095,17,18,0.9444444444444444,40.69767441860465,0.0863851932511367,4,4.705882352941177,0.0031495292024999594
