TradingDay,up_acc_thr_0.0,up_num_thr_0.0,up_den_thr_0.0,up_pnl_thr_0.0,up_acc_thr_0.1,up_num_thr_0.1,up_den_thr_0.1,up_pnl_thr_0.1,up_acc_thr_0.2,up_num_thr_0.2,up_den_thr_0.2,up_pnl_thr_0.2,up_acc_thr_0.3,up_num_thr_0.3,up_den_thr_0.3,up_pnl_thr_0.3,up_acc_thr_0.4,up_num_thr_0.4,up_den_thr_0.4,up_pnl_thr_0.4,up_acc_thr_0.5,up_num_thr_0.5,up_den_thr_0.5,up_pnl_thr_0.5,up_acc_thr_0.6,up_num_thr_0.6,up_den_thr_0.6,up_pnl_thr_0.6,up_acc_thr_0.7,up_num_thr_0.7,up_den_thr_0.7,up_pnl_thr_0.7,up_acc_thr_0.8,up_num_thr_0.8,up_den_thr_0.8,up_pnl_thr_0.8,down_acc_thr_0.0,down_num_thr_0.0,down_den_thr_0.0,down_pnl_thr_0.0,down_acc_thr_0.1,down_num_thr_0.1,down_den_thr_0.1,down_pnl_thr_0.1,down_acc_thr_0.2,down_num_thr_0.2,down_den_thr_0.2,down_pnl_thr_0.2,down_acc_thr_0.3,down_num_thr_0.3,down_den_thr_0.3,down_pnl_thr_0.3,down_acc_thr_0.4,down_num_thr_0.4,down_den_thr_0.4,down_pnl_thr_0.4,down_acc_thr_0.5,down_num_thr_0.5,down_den_thr_0.5,down_pnl_thr_0.5,down_acc_thr_0.6,down_num_thr_0.6,down_den_thr_0.6,down_pnl_thr_0.6,down_acc_thr_0.7,down_num_thr_0.7,down_den_thr_0.7,down_pnl_thr_0.7,down_acc_thr_0.8,down_num_thr_0.8,down_den_thr_0.8,down_pnl_thr_0.8
20200102,0.5714285714285714,12,21,-1.475,0.38461538461538464,5,13,-1.825,0.3333333333333333,4,12,-1.8349999999999997,0.375,3,8,-1.16,0.0,0,3,-0.9299999999999999,0.0,0,1,-0.3,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.4307692307692308,28,65,-3.5849999999999995,0.375,21,56,-4.34,0.36,18,50,-3.915,0.3333333333333333,11,33,-3.17,0.2222222222222222,4,18,-2.4,0.25,2,8,-0.8400000000000001,0.6666666666666666,2,3,0.12,1.0,1,1,0.08,0.0,0,0,0.0
20200103,0.6333333333333333,19,30,0.47500000000000014,0.5909090909090909,13,22,-0.08500000000000019,0.5294117647058824,9,17,-0.495,0.3333333333333333,3,9,-1.215,0.4,2,5,-0.51,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.21428571428571427,12,56,-5.16,0.13333333333333333,6,45,-4.955,0.05555555555555555,2,36,-4.865,0.0,0,20,-2.8149999999999995,0.0,0,15,-1.93,0.0,0,7,-1.0100000000000002,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0
20200106,0.6666666666666666,14,21,1.6900000000000002,0.8,12,15,1.9599999999999997,1.0,12,12,2.07,1.0,8,8,1.5899999999999999,1.0,6,6,1.35,1.0,6,6,1.35,1.0,4,4,1.0550000000000002,1.0,2,2,0.54,0.0,0,0,0.0,0.6153846153846154,40,65,-0.5150000000000002,0.68,34,50,1.115,0.8275862068965517,24,29,2.5999999999999996,0.8181818181818182,9,11,1.1449999999999998,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0
20200107,0.43478260869565216,20,46,-2.235,0.4594594594594595,17,37,-1.5950000000000002,0.625,10,16,0.615,0.8181818181818182,9,11,1.355,1.0,8,8,1.355,1.0,5,5,0.795,1.0,1,1,0.18,0.0,0,0,0.0,0.0,0,0,0.0,0.35,14,40,-3.005,0.25,7,28,-2.665,0.05555555555555555,1,18,-2.07,0.0,0,8,-0.645,0.0,0,4,-0.355,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0
20200108,0.6944444444444444,25,36,3.695,0.7,14,20,0.595,0.5714285714285714,8,14,-0.72,0.625,5,8,-0.20499999999999996,0.6,3,5,-0.24500000000000005,0.3333333333333333,1,3,-0.34,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.3,15,50,-12.725000000000001,0.22580645161290322,7,31,-8.865,0.21739130434782608,5,23,-6.665,0.18181818181818182,2,11,-4.455,0.0,0,1,-0.35,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0
20200109,0.696969696969697,23,33,2.265,0.7777777777777778,14,18,1.7850000000000001,0.8888888888888888,8,9,1.295,1.0,5,5,0.8150000000000001,1.0,3,3,0.555,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.4716981132075472,25,53,0.28500000000000003,0.38461538461538464,15,39,-0.42,0.48,12,25,0.5750000000000001,0.3333333333333333,2,6,0.0049999999999999975,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0
20200110,0.30952380952380953,13,42,-6.265,0.3125,10,32,-5.37,0.28,7,25,-4.64,0.14285714285714285,2,14,-3.0849999999999995,0.08333333333333333,1,12,-2.935,0.0,0,11,-3.015,0.0,0,8,-2.395,0.0,0,4,-1.46,0.0,0,3,-1.21,0.5681818181818182,25,44,2.82,0.5757575757575758,19,33,2.015,0.55,11,20,1.315,0.75,6,8,1.34,1.0,1,1,0.2,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0
20200113,0.7894736842105263,15,19,0.87,0.8461538461538461,11,13,0.8549999999999999,0.9,9,10,0.755,0.8888888888888888,8,9,0.73,1.0,5,5,0.37,1.0,1,1,0.1,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.1044776119402985,7,67,-7.515000000000001,0.09803921568627451,5,51,-6.234999999999999,0.09090909090909091,3,33,-4.38,0.0,0,10,-1.6050000000000002,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0
20200114,0.90625,29,32,2.965,0.9230769230769231,24,26,2.57,0.9473684210526315,18,19,2.05,0.9285714285714286,13,14,1.3800000000000001,1.0,8,8,0.9400000000000001,1.0,5,5,0.6100000000000001,1.0,1,1,0.2,0.0,0,0,0.0,0.0,0,0,0.0,0.42592592592592593,23,54,0.23000000000000004,0.391304347826087,18,46,0.225,0.42857142857142855,15,35,0.18000000000000005,0.46153846153846156,12,26,0.6100000000000001,0.9,9,10,1.2149999999999999,0.6666666666666666,2,3,0.034999999999999996,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0
20200115,0.5,15,30,0.12000000000000005,0.5263157894736842,10,19,0.46,0.5,9,18,0.15,0.4166666666666667,5,12,-0.06000000000000003,0.4444444444444444,4,9,0.060000000000000005,0.25,1,4,-0.049999999999999996,0.0,0,1,-0.01,0.0,0,0,0.0,0.0,0,0,0.0,0.4642857142857143,26,56,0.6749999999999999,0.5111111111111111,23,45,1.7999999999999996,0.5714285714285714,20,35,2.63,0.6111111111111112,11,18,1.945,0.75,3,4,0.835,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0
