TradingDay,up_acc_thr_0.0,up_num_thr_0.0,up_den_thr_0.0,up_pnl_thr_0.0,up_acc_thr_0.1,up_num_thr_0.1,up_den_thr_0.1,up_pnl_thr_0.1,up_acc_thr_0.2,up_num_thr_0.2,up_den_thr_0.2,up_pnl_thr_0.2,up_acc_thr_0.3,up_num_thr_0.3,up_den_thr_0.3,up_pnl_thr_0.3,up_acc_thr_0.4,up_num_thr_0.4,up_den_thr_0.4,up_pnl_thr_0.4,up_acc_thr_0.5,up_num_thr_0.5,up_den_thr_0.5,up_pnl_thr_0.5,up_acc_thr_0.6,up_num_thr_0.6,up_den_thr_0.6,up_pnl_thr_0.6,up_acc_thr_0.7,up_num_thr_0.7,up_den_thr_0.7,up_pnl_thr_0.7,up_acc_thr_0.8,up_num_thr_0.8,up_den_thr_0.8,up_pnl_thr_0.8,down_acc_thr_0.0,down_num_thr_0.0,down_den_thr_0.0,down_pnl_thr_0.0,down_acc_thr_0.1,down_num_thr_0.1,down_den_thr_0.1,down_pnl_thr_0.1,down_acc_thr_0.2,down_num_thr_0.2,down_den_thr_0.2,down_pnl_thr_0.2,down_acc_thr_0.3,down_num_thr_0.3,down_den_thr_0.3,down_pnl_thr_0.3,down_acc_thr_0.4,down_num_thr_0.4,down_den_thr_0.4,down_pnl_thr_0.4,down_acc_thr_0.5,down_num_thr_0.5,down_den_thr_0.5,down_pnl_thr_0.5,down_acc_thr_0.6,down_num_thr_0.6,down_den_thr_0.6,down_pnl_thr_0.6,down_acc_thr_0.7,down_num_thr_0.7,down_den_thr_0.7,down_pnl_thr_0.7,down_acc_thr_0.8,down_num_thr_0.8,down_den_thr_0.8,down_pnl_thr_0.8
20200102,0.45,9,20,0.615,0.5714285714285714,4,7,0.39,1.0,2,2,0.28,1.0,1,1,0.12,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.3939393939393939,26,66,-1.495,0.4444444444444444,24,54,-0.5299999999999998,0.47619047619047616,20,42,0.0850000000000001,0.4838709677419355,15,31,0.225,0.5789473684210527,11,19,2.1,0.8,8,10,2.685,0.8333333333333334,5,6,1.2600000000000002,0.0,0,0,0.0,0.0,0,0,0.0
20200103,0.8285714285714286,29,35,4.7250000000000005,0.8636363636363636,19,22,2.83,1.0,4,4,0.49499999999999994,1.0,1,1,0.07,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.3333333333333333,17,51,-0.9100000000000001,0.3488372093023256,15,43,0.09999999999999981,0.41935483870967744,13,31,1.7400000000000002,0.5,6,12,0.8900000000000001,0.75,3,4,0.4600000000000001,1.0,2,2,0.44,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0
20200106,0.21052631578947367,4,19,-1.1900000000000002,0.18181818181818182,2,11,-1.0950000000000002,0.14285714285714285,1,7,-0.55,0.5,1,2,-0.04,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.47761194029850745,32,67,-3.395000000000001,0.5333333333333333,32,60,-1.9750000000000003,0.5714285714285714,28,49,-1.1400000000000001,0.6046511627906976,26,43,-0.845,0.6,21,35,-1.03,0.6071428571428571,17,28,-0.7249999999999999,0.5652173913043478,13,23,-1.1150000000000002,0.5555555555555556,10,18,-0.5299999999999999,0.45454545454545453,5,11,-0.2700000000000001
20200107,0.5294117647058824,9,17,0.485,0.6153846153846154,8,13,0.8150000000000002,1.0,7,7,1.4149999999999998,1.0,5,5,1.03,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.463768115942029,32,69,-0.285,0.49122807017543857,28,57,0.42499999999999993,0.5853658536585366,24,41,2.285,0.5,15,30,1.1300000000000003,0.631578947368421,12,19,1.31,0.5,7,14,0.5099999999999999,0.3333333333333333,1,3,0.09999999999999999,0.0,0,0,0.0,0.0,0,0,0.0
20200108,0.55,22,40,7.415000000000001,0.6,15,25,6.06,0.38461538461538464,5,13,2.9,0.3,3,10,0.7549999999999999,0.25,1,4,-0.39,0.0,0,1,-0.18,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.15217391304347827,7,46,-9.005,0.10526315789473684,4,38,-8.345,0.11764705882352941,4,34,-6.729999999999999,0.11538461538461539,3,26,-5.379999999999999,0.0625,1,16,-2.55,0.07692307692307693,1,13,-2.015,0.0,0,7,-1.43,0.0,0,5,-1.105,0.0,0,2,-0.48
20200109,0.7692307692307693,10,13,0.915,0.7272727272727273,8,11,0.615,1.0,5,5,0.5349999999999999,1.0,1,1,0.125,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.4520547945205479,33,73,-1.065,0.4032258064516129,25,62,-1.5299999999999996,0.40384615384615385,21,52,-1.1749999999999998,0.3125,10,32,-1.1749999999999998,0.2608695652173913,6,23,-1.4150000000000003,0.2222222222222222,4,18,-1.2700000000000002,0.21428571428571427,3,14,-1.155,0.2,2,10,-0.7149999999999999,0.0,0,5,-0.6249999999999999
20200110,0.75,6,8,0.61,1.0,3,3,0.44499999999999995,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.6794871794871795,53,78,9.695,0.6923076923076923,45,65,9.445,0.7321428571428571,41,56,9.205000000000002,0.7441860465116279,32,43,7.54,0.8,28,35,6.575000000000001,0.7916666666666666,19,24,4.595,0.7894736842105263,15,19,3.6849999999999996,0.75,9,12,1.515,0.875,7,8,1.1400000000000001
20200113,1.0,12,12,1.955,1.0,2,2,0.3,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.16216216216216217,12,74,-6.430000000000001,0.18181818181818182,12,66,-5.205,0.24,12,50,-3.235,0.3235294117647059,11,34,-1.95,0.391304347826087,9,23,-0.7649999999999999,0.4444444444444444,8,18,-0.465,0.3333333333333333,4,12,-0.6599999999999999,0.0,0,4,-0.325,0.0,0,2,-0.135
20200114,0.5769230769230769,15,26,-0.009999999999999992,0.5,7,14,0.14,0.2857142857142857,2,7,-0.029999999999999992,0.6666666666666666,2,3,0.13,0.6666666666666666,2,3,0.13,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.23333333333333334,14,60,-2.7450000000000006,0.20833333333333334,10,48,-3.08,0.1891891891891892,7,37,-2.8850000000000002,0.16666666666666666,5,30,-2.8049999999999997,0.15384615384615385,4,26,-2.4200000000000004,0.15789473684210525,3,19,-1.755,0.25,2,8,-0.49000000000000005,0.5,1,2,-0.05,0.0,0,0,0.0
20200115,0.6333333333333333,19,30,0.3749999999999999,0.5238095238095238,11,21,-0.4749999999999998,0.4,4,10,-0.595,0.0,0,3,-0.29000000000000004,0.0,0,1,-0.07,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.5714285714285714,32,56,0.9300000000000002,0.5777777777777777,26,45,0.8499999999999999,0.6470588235294118,22,34,1.505,0.7058823529411765,12,17,0.6350000000000001,0.8181818181818182,9,11,0.06499999999999999,0.875,7,8,0.08499999999999999,1.0,3,3,0.03,0.0,0,0,0.0,0.0,0,0,0.0
