TradingDay,up_acc_thr_0.0,up_num_thr_0.0,up_den_thr_0.0,up_pnl_thr_0.0,up_acc_thr_0.1,up_num_thr_0.1,up_den_thr_0.1,up_pnl_thr_0.1,up_acc_thr_0.2,up_num_thr_0.2,up_den_thr_0.2,up_pnl_thr_0.2,up_acc_thr_0.3,up_num_thr_0.3,up_den_thr_0.3,up_pnl_thr_0.3,up_acc_thr_0.4,up_num_thr_0.4,up_den_thr_0.4,up_pnl_thr_0.4,up_acc_thr_0.5,up_num_thr_0.5,up_den_thr_0.5,up_pnl_thr_0.5,up_acc_thr_0.6,up_num_thr_0.6,up_den_thr_0.6,up_pnl_thr_0.6,up_acc_thr_0.7,up_num_thr_0.7,up_den_thr_0.7,up_pnl_thr_0.7,up_acc_thr_0.8,up_num_thr_0.8,up_den_thr_0.8,up_pnl_thr_0.8,down_acc_thr_0.0,down_num_thr_0.0,down_den_thr_0.0,down_pnl_thr_0.0,down_acc_thr_0.1,down_num_thr_0.1,down_den_thr_0.1,down_pnl_thr_0.1,down_acc_thr_0.2,down_num_thr_0.2,down_den_thr_0.2,down_pnl_thr_0.2,down_acc_thr_0.3,down_num_thr_0.3,down_den_thr_0.3,down_pnl_thr_0.3,down_acc_thr_0.4,down_num_thr_0.4,down_den_thr_0.4,down_pnl_thr_0.4,down_acc_thr_0.5,down_num_thr_0.5,down_den_thr_0.5,down_pnl_thr_0.5,down_acc_thr_0.6,down_num_thr_0.6,down_den_thr_0.6,down_pnl_thr_0.6,down_acc_thr_0.7,down_num_thr_0.7,down_den_thr_0.7,down_pnl_thr_0.7,down_acc_thr_0.8,down_num_thr_0.8,down_den_thr_0.8,down_pnl_thr_0.8
20200102,0.5974025974025974,46,77,2.0150000000000006,0.5909090909090909,39,66,1.6850000000000003,0.6,30,50,1.7700000000000005,0.6206896551724138,18,29,1.2499999999999998,0.7777777777777778,14,18,2.335,0.8333333333333334,5,6,1.8399999999999999,1.0,1,1,0.58,0.0,0,0,0.0,0.0,0,0,0.0,0.4444444444444444,4,9,-0.095,0.5,4,8,-0.0050000000000000044,0.5,3,6,0.039999999999999994,0.5,2,4,0.09,0.5,2,4,0.09,0.6666666666666666,2,3,0.12,1.0,1,1,0.08,0.0,0,0,0.0,0.0,0,0,0.0
20200103,0.9148936170212766,43,47,7.305,0.9459459459459459,35,37,6.235,0.9523809523809523,20,21,3.4250000000000007,1.0,11,11,1.7250000000000003,1.0,8,8,1.355,1.0,4,4,0.865,1.0,2,2,0.4,1.0,2,2,0.4,0.0,0,0,0.0,0.48717948717948717,19,39,1.6700000000000004,0.4482758620689655,13,29,1.0699999999999998,0.21428571428571427,3,14,-0.6399999999999999,0.18181818181818182,2,11,-0.5200000000000001,0.0,0,5,-0.55,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0
20200106,0.43478260869565216,30,69,1.605,0.4117647058823529,21,51,1.725,0.3333333333333333,10,30,0.9799999999999999,0.26666666666666666,4,15,-0.07999999999999993,0.0,0,1,-0.055,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.35294117647058826,6,17,-0.6000000000000001,0.0,0,4,-0.4600000000000001,0.0,0,1,-0.17,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0
20200107,0.5178571428571429,29,56,1.7800000000000002,0.4772727272727273,21,44,0.91,0.40540540540540543,15,37,0.11500000000000013,0.40625,13,32,0.12500000000000022,0.3333333333333333,2,6,0.07499999999999996,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.43333333333333335,13,30,1.0100000000000002,0.55,11,20,1.575,0.5625,9,16,1.3850000000000002,0.6363636363636364,7,11,1.025,0.75,3,4,0.145,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0
20200108,0.7954545454545454,35,44,8.74,0.7575757575757576,25,33,4.64,0.7333333333333333,11,15,1.6199999999999997,1.0,1,1,0.17,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.38095238095238093,16,42,-7.680000000000001,0.5217391304347826,12,23,-5.0600000000000005,0.6363636363636364,7,11,-0.9500000000000003,0.0,0,3,-1.8800000000000003,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0
20200109,0.65,13,20,0.7250000000000001,0.8181818181818182,9,11,0.99,0.8888888888888888,8,9,0.9200000000000002,1.0,6,6,0.5700000000000001,1.0,4,4,0.36000000000000004,1.0,1,1,0.13,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.4393939393939394,29,66,-1.2550000000000001,0.43478260869565216,20,46,-1.495,0.631578947368421,12,19,0.625,1.0,2,2,0.32,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0
20200110,0.43859649122807015,25,57,-4.375,0.45652173913043476,21,46,-3.400000000000001,0.35294117647058826,12,34,-3.8249999999999997,0.18181818181818182,4,22,-3.835,0.0,0,11,-3.2,0.0,0,6,-1.9499999999999997,0.0,0,1,-0.26,0.0,0,0,0.0,0.0,0,0,0.0,0.7586206896551724,22,29,4.710000000000001,0.875,14,16,2.9850000000000003,1.0,5,5,1.16,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0
20200113,0.8813559322033898,52,59,5.580000000000001,0.9130434782608695,42,46,4.575000000000001,0.9090909090909091,30,33,3.6650000000000005,0.9444444444444444,17,18,2.4350000000000005,1.0,7,7,1.625,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.14814814814814814,4,27,-2.805,0.16666666666666666,1,6,-0.7949999999999999,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0
20200114,0.7547169811320755,40,53,3.465,0.7368421052631579,28,38,2.825,0.75,18,24,1.9250000000000003,0.6666666666666666,2,3,0.35,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.3939393939393939,13,33,0.73,0.4,6,15,0.6550000000000001,0.3333333333333333,2,6,0.04,0.0,0,3,-0.3,0.0,0,1,-0.12,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0
20200115,0.5,28,56,-1.215,0.5151515151515151,17,33,-0.4250000000000001,0.7777777777777778,14,18,2.165,1.0,6,6,1.6600000000000001,1.0,2,2,0.63,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.4,12,30,-0.6599999999999999,0.3157894736842105,6,19,-0.9850000000000001,0.2,2,10,-0.895,0.125,1,8,-0.865,0.2,1,5,-0.65,0.25,1,4,-0.4,0.25,1,4,-0.4,1.0,1,1,0.08,0.0,0,0,0.0
