start_time_ms,start_time_str,end_time_ms,end_time_str,duration_minutes,regime_coverage,time_to_regime_start,time_from_regime_start,accuracy,additional_trading_time
37800000,10:30,38957142,10:49,19.2857,0.1680670588235294,0,14.2857,0.25870646766169153,5.0
37800000,10:30,39342857,10:55,25.714283333333334,0.24369745098039217,0,20.714283333333334,0.31130063965884863,5.0
37800000,10:30,39728571,11:02,32.14285,0.31932764705882355,0,27.14285,0.373134328358209,5.0
37800000,10:30,40114285,11:08,38.571416666666664,0.3949578431372549,0,33.571416666666664,0.4143567874911159,5.0
37800000,10:30,40500000,11:15,45.0,0.47058823529411764,0,40.0,0.4506041222459133,5.0
37800000,10:30,40885714,11:21,51.42856666666667,0.546218431372549,0,46.42856666666667,0.4925373134328358,5.0
37800000,10:30,41271428,11:27,57.85713333333333,0.6218486274509804,0,52.85713333333333,0.5387348969438521,5.0
37800000,10:30,41657142,11:34,64.2857,0.6974788235294118,0,59.2857,0.5913290689410092,5.0
37800000,10:30,42042857,11:40,70.71428333333333,0.7731092156862746,0,65.71428333333333,0.6375266524520256,5.0
37800000,10:30,42428571,11:47,77.14285,0.8487394117647059,0,72.14285,0.7093105899076049,5.0
37800000,10:30,42814285,11:53,83.57141666666666,0.9243696078431373,0,78.57141666666666,0.7690120824449183,5.0
37800000,10:30,43200000,12:00,90.0,1.0,0,85.0,0.8791755508173419,5.0
