start_time_ms,start_time_str,end_time_ms,end_time_str,duration_minutes,regime_coverage,time_to_regime_start,time_from_regime_start,accuracy,additional_trading_time
33300000,09:15,35421428,09:50,35.35713333333333,0.0,44.64286666666667,0.0,0.20184790334044064,80.0
33300000,09:15,36128571,10:02,47.14285,0.0,32.85715,0.0,0.2260127931769723,80.0
33300000,09:15,36835714,10:13,58.92856666666667,0.0,21.071433333333335,0.0,0.2501776830135039,80.0
33300000,09:15,37542857,10:25,70.71428333333333,0.0,9.285716666666668,0.0,0.2814498933901919,80.0
33300000,09:15,38250000,10:37,82.5,0.029411764705882353,0.0,2.5,0.3049040511727079,80.0
33300000,09:15,38957142,10:49,94.2857,0.1680670588235294,0.0,14.2857,0.3269367448471926,80.0
33300000,09:15,39664285,11:01,106.07141666666666,0.3067225490196078,0.0,26.071416666666668,0.3624733475479744,80.0
33300000,09:15,40371428,11:12,117.85713333333334,0.44537803921568625,0.0,37.85713333333333,0.36531627576403697,80.0
33300000,09:15,41078571,11:24,129.64285,0.5840335294117647,0.0,49.64285,0.3837953091684435,80.0
33300000,09:15,41785714,11:36,141.42856666666665,0.7226890196078432,0.0,61.42856666666667,0.4015636105188344,80.0
33300000,09:15,42492857,11:48,153.21428333333333,0.8613445098039215,0.0,73.21428333333333,0.41222459132906897,80.0
33300000,09:15,43200000,12:00,165.0,1.0,0.0,85.0,0.39587775408670933,80.0
