start_time,additional_trading_time,max_accuracy,final_accuracy,best_early_accuracy,accuracy_at_regime_start,time_to_30%,time_to_40%,time_to_50%,time_to_60%,trading_time_at_30%,trading_time_at_40%,trading_time_at_50%,trading_time_at_60%
09:00,95.0,0.4015636105188344,0.39587775408670933,0.28002842928216065,0.3013503909026297,10:42,11:34,Never,Never,77.14286666666666,25.7143,0.0,0.0
09:15,80.0,0.41222459132906897,0.39587775408670933,0.2814498933901919,0.3049040511727079,10:37,11:36,Never,Never,82.5,23.571433333333335,0.0,0.0
09:30,65.0,0.4093816631130064,0.39587775408670933,0.28429282160625446,0.31982942430703626,10:45,11:38,Never,Never,75.0,21.428583333333332,0.0,0.0
09:45,50.0,0.47903340440653874,0.47903340440653874,0.25870646766169153,0.2956645344705046,10:52,11:21,Never,Never,67.5,38.57143333333333,0.0,0.0
10:00,35.0,0.5366027007818053,0.5366027007818053,0.23951670220326937,0.28073916133617627,10:51,11:17,11:51,Never,68.57143333333333,42.85715,8.571433333333333,0.0
10:15,20.0,0.6666666666666666,0.6666666666666666,0.0,0.20184790334044064,10:52,11:07,11:30,11:52,67.5,52.5,30.0,7.5
10:30,5.0,0.8791755508173419,0.8791755508173419,0.0,0.25870646766169153,10:55,11:08,11:27,11:40,64.28571666666667,51.428583333333336,32.14286666666667,19.285716666666666
