start_time_ms,start_time_str,end_time_ms,end_time_str,duration_minutes,regime_coverage,time_to_regime_start,time_from_regime_start,accuracy,additional_trading_time
35100000,09:45,36257142,10:04,19.2857,0.0,30.7143,0.0,0.2046908315565032,50.0
35100000,09:45,36835714,10:13,28.928566666666665,0.0,21.071433333333335,0.0,0.22743425728500355,50.0
35100000,09:45,37414285,10:23,38.571416666666664,0.0,11.428583333333334,0.0,0.2565742714996446,50.0
35100000,09:45,37992857,10:33,48.214283333333334,0.0,1.7857166666666666,0.0,0.25870646766169153,50.0
35100000,09:45,38571428,10:42,57.85713333333333,0.09243686274509803,0.0,7.8571333333333335,0.2956645344705046,50.0
35100000,09:45,39150000,10:52,67.5,0.20588235294117646,0.0,17.5,0.34896943852167733,50.0
35100000,09:45,39728571,11:02,77.14285,0.31932764705882355,0.0,27.14285,0.36531627576403697,50.0
35100000,09:45,40307142,11:11,86.7857,0.4327729411764706,0.0,36.7857,0.3781094527363184,50.0
35100000,09:45,40885714,11:21,96.42856666666667,0.546218431372549,0.0,46.42856666666667,0.4150675195451315,50.0
35100000,09:45,41464285,11:31,106.07141666666666,0.659663725490196,0.0,56.071416666666664,0.43994314143567875,50.0
35100000,09:45,42042857,11:40,115.71428333333333,0.7731092156862746,0.0,65.71428333333333,0.45557924662402277,50.0
35100000,09:45,42621428,11:50,125.35713333333334,0.8865545098039216,0.0,75.35713333333334,0.4626865671641791,50.0
35100000,09:45,43200000,12:00,135.0,1.0,0.0,85.0,0.47903340440653874,50.0
