start_time_ms,start_time_str,end_time_ms,end_time_str,duration_minutes,regime_coverage,time_to_regime_start,time_from_regime_start,accuracy,additional_trading_time
34200000,09:30,35485714,09:51,21.428566666666665,0.0,43.57143333333333,0.0,0.20113717128642503,65.0
34200000,09:30,36128571,10:02,32.14285,0.0,32.85715,0.0,0.2260127931769723,65.0
34200000,09:30,36771428,10:12,42.85713333333333,0.0,22.142866666666666,0.0,0.2459132906894101,65.0
34200000,09:30,37414285,10:23,53.571416666666664,0.0,11.428583333333334,0.0,0.279317697228145,65.0
34200000,09:30,38057142,10:34,64.2857,0.0,0.7143,0.0,0.28429282160625446,65.0
34200000,09:30,38700000,10:45,75.0,0.11764705882352941,0.0,10.0,0.31982942430703626,65.0
34200000,09:30,39342857,10:55,85.71428333333333,0.24369745098039217,0.0,20.714283333333334,0.34186211798152094,65.0
34200000,09:30,39985714,11:06,96.42856666666667,0.3697478431372549,0.0,31.428566666666665,0.35749822316986496,65.0
34200000,09:30,40628571,11:17,107.14285,0.49579823529411765,0.0,42.14285,0.3702914001421464,65.0
34200000,09:30,41271428,11:27,117.85713333333334,0.6218486274509804,0.0,52.85713333333333,0.39090262970859985,65.0
34200000,09:30,41914285,11:38,128.57141666666666,0.7478990196078431,0.0,63.571416666666664,0.40085287846481876,65.0
34200000,09:30,42557142,11:49,139.2857,0.8739494117647059,0.0,74.2857,0.4093816631130064,65.0
34200000,09:30,43200000,12:00,150.0,1.0,0.0,85.0,0.39587775408670933,65.0
