trading_day,FromMsOfDay,ToMsOfDay,reference_time_ms,reference_price,Regime,rel_price_mean,rel_price_std,rel_price_min,rel_price_max,rel_price_range,rel_price_range_pct,return_mean,return_std,return_skewness,return_kurtosis,realized_volatility,rel_price_change_std,max_rel_price_change,rel_rolling_vol_mean,rel_rolling_vol_std,rel_rolling_vol_max,rel_momentum_mean,rel_momentum_std,rel_momentum_final,rel_trend_slope,rel_trend_r_squared,rel_trend_p_value,rel_trend_strength,direction_changes,direction_consistency,num_peaks,num_troughs,peak_trough_ratio,reversal_frequency,autocorr_lag1,num_jumps,jump_frequency,max_jump_size,overnight_gap_absolute,overnight_gap_percentage,overnight_gap_positive,overnight_gap_magnitude
20200116,34200000,43200000,34200000,329.695,3,0.02026757823230215,0.03365891246078056,-0.048529701693977856,0.08341042478654526,0.1319401264805231,0.1319401264805231,2.84752636800038e-06,0.00018559696604619159,-0.4257699852920764,1.662036578805882,0.0022733568421598816,0.018564317905465123,0.0712779993630619,0.015269456517384391,0.008716976939945975,0.047710001320833605,0.0005318616074736462,0.013836298151174901,-0.002123174449113474,1.824198332890465e-05,0.0005580814031394662,0.7734069415790338,1.0180511652241859e-08,94,0.3691275167785235,40,40,1.0,52.980132450331126,-0.02622156234035464,9,6.0,0.00071235866500959,1.0500000000000114,0.31949367858936284,1,0.31949367858936284
20200117,34200000,43200000,34200000,331.695,1,-0.0670547396080859,0.04690592892266929,-0.1839038876075949,0.03316299612596829,0.2170668837335632,0.2170668837335632,-2.798644050482292e-06,0.00017762639780710267,-0.18198249492852886,0.3894227538066195,0.002175740205301924,0.017750243323475905,0.06180376550748434,0.016185198060421888,0.007905325200686392,0.04997047289825382,0.0002919277827988681,0.01608420260163474,0.008742971705937297,-0.00026072026898228906,0.05870129871244904,0.002724021999344259,1.530461838991941e-05,86,0.42281879194630867,37,38,0.9736842105263158,49.668874172185426,0.024914959175798206,6,4.0,0.0006181960737011577,1.8600000000000136,0.5639183227977667,1,0.5639183227977667
20200121,34200000,43200000,34200000,330.895,1,0.17411137303815097,0.08508040457944277,0.0,0.34754227171762686,0.34754227171762686,0.34754227171762686,2.1940067498432496e-05,0.0001747996533745829,0.6009573416743844,2.0386271027623746,0.0021576475169166336,0.017500917646640742,0.07555266776468894,0.016217443291346386,0.011203746169746868,0.07139147443364563,0.0035137311120990423,0.015170785719182853,0.0027198960395313776,0.0015516711436384333,0.6319662353094668,3.7260009121564585e-34,0.0009806037710835156,67,0.5503355704697986,30,30,1.0,39.735099337748345,0.21419055675595183,8,5.333333333333334,0.0007555266776469877,-0.660000000000025,-0.19906199574731945,0,0.19906199574731945
20200122,34200000,43200000,34200000,332.235,1,0.05197589634002463,0.08631018469296553,-0.11588183063192536,0.20166448447633822,0.3175463151082636,0.3175463151082636,-3.9990922859560175e-06,0.0001751074800581529,-0.15827201450388442,0.8025332958553233,0.002145179094321544,0.017516812949672233,0.05417851821751807,0.016081046933606093,0.00927280992963577,0.05291380490926274,-0.0011552148837460942,0.017488472742809714,-0.018811985492194205,-0.0012549751570847226,0.40169808993191924,2.4493618751985227e-18,0.0005041211235129434,80,0.46308724832214765,32,33,0.9696969696969697,43.04635761589404,0.12664795989659378,10,6.666666666666667,0.000541980940336952,0.25,0.07530460713586457,1,0.07530460713586457
20200123,34200000,43200000,34200000,330.62,3,-0.14209706748028467,0.09442672183235117,-0.34631903696085153,0.048393926562195766,0.3947129635230473,0.3947129635230473,-9.140985918197296e-06,0.00028272871817742513,-0.6130619965306099,1.6184665002426053,0.003464514808147165,0.02823225509260145,0.11796019599539243,0.02586217571774609,0.016012341657178082,0.09938421257250715,0.00025134169605372993,0.024402138263051605,0.02767527675277104,-0.00034755724423575886,0.025740469589471543,0.04908140389269953,8.946286675851085e-06,72,0.5167785234899329,32,33,0.9696969696969697,43.04635761589404,0.1670496493204389,5,3.3333333333333335,0.00118069115843963,-1.4150000000000205,-0.4261598927823935,0,0.4261598927823935
20200124,34200000,43200000,34200000,332.435,0,-0.3527951538004197,0.19350556837113386,-0.7430023914449468,0.01504053423977414,0.758042925684721,0.758042925684721,-4.966881301134225e-05,0.00031100949358871374,-1.2036150317156333,4.488298985143345,0.003857341625166168,0.03098181958289645,0.16995803690948996,0.026902477039511225,0.015262810211460994,0.09141750046276495,-0.01077940260269038,0.025747572407693695,-0.02887782574036768,-0.004145221563818921,0.8718909394647496,2.2838319037160574e-68,0.0036141811235676177,70,0.5302013422818792,35,35,1.0,46.35761589403973,-0.0723165018514877,6,4.0,0.0017058148662522025,2.269999999999982,0.687535020368598,1,0.687535020368598
20200127,34200000,43200000,34200000,323.025,3,0.29463817564815087,0.09482936550651434,-0.02631375280550685,0.4953176998684361,0.521631452673943,0.521631452673943,2.4397312194234786e-05,0.0004202075737834531,0.6479761514557689,0.6062139738716863,0.0051551377368691,0.0421358871365873,0.1594303846451428,0.036879505196915775,0.018514981278173786,0.11865864862992906,0.003370427658435758,0.03374199017382008,0.011763795371872998,-0.00011869863971337793,0.002976866750839921,0.5058092321668595,3.5335003393268173e-07,72,0.5167785234899329,31,31,1.0,41.05960264900662,-0.0884715969926809,7,4.666666666666667,0.001594723478045415,-6.939999999999998,-2.103253375357992,0,2.103253375357992
20200128,34200000,43200000,34200000,325.065,0,0.3662334267736379,0.24511670576067135,-0.14151015950655266,0.661406180302393,0.8029163398089456,0.8029163398089456,4.3988611877276826e-05,0.0002795777357861531,-0.028390231304907174,2.374203579242142,0.003466238054192219,0.028025747636015085,0.11689969698368552,0.026401652843494782,0.01557248156403402,0.084608252608339,0.01066633910487686,0.0255577613359161,0.01661206220294087,0.005104092193331744,0.823843650584833,4.737033641582276e-58,0.004204973945475971,69,0.5369127516778524,28,28,1.0,37.086092715231786,0.1921727699024059,5,3.3333333333333335,0.0011679909019657664,0.8600000000000136,0.2652642618096617,1,0.2652642618096617
20200129,34200000,43200000,34200000,328.375,1,-0.23552663754137462,0.13845222314704891,-0.5664255805100882,0.009135896459833148,0.5755614769699213,0.5755614769699213,-9.209267971901865e-06,0.00026266823756886223,-0.6198993347087013,1.1246573421352535,0.0032189923961725327,0.026191869462674988,0.10201751046823304,0.02310413136555668,0.013290444439033839,0.07517170708038719,-0.0020630827216822456,0.02684947594439091,0.014769699276742099,0.0006996544848964445,0.04852002079968239,0.006573223139772386,3.394725015976655e-05,77,0.4832214765100671,35,34,1.0294117647058822,45.6953642384106,0.03513189833607156,8,5.333333333333334,0.0010247311992415042,1.160000000000025,0.35450697553597027,1,0.35450697553597027
20200130,34200000,43200000,34200000,324.355,0,0.17776491929320917,0.17758930488185828,-0.2219790044858394,0.4624562593454673,0.6844352638313067,0.6844352638313067,1.690057569524491e-05,0.0003680903506798894,0.19139321864137704,-0.41134952284827886,0.004512917056447105,0.036867536141854895,0.0924912518690757,0.03601584430036654,0.016421072789211545,0.10271666075107394,0.0022504033465331006,0.03633522776074167,-0.041004454995290374,-0.0011098574112543666,0.07420862064716824,0.0007147063578989642,8.236098760422348e-05,76,0.4899328859060402,36,35,1.0285714285714285,47.019867549668874,0.15083072522482882,9,6.0,0.0009234889412197888,-3.5649999999999977,-1.087155403757013,0,1.087155403757013
20200131,34200000,43200000,34200000,326.99,0,-0.735972443007656,0.3243899790987422,-1.2997339368176375,0.0,1.2997339368176375,1.2997339368176375,-5.9162953830889665e-05,0.0004925712211669851,-0.3267979261384602,0.35424326470335243,0.006076100678411249,0.04887889741352797,0.17737545490689177,0.04472191103764436,0.0204189241163012,0.09976124304952941,-0.01470519191481499,0.038133785894342576,0.047707880974957484,-0.00696457312173138,0.8758056576688796,2.2573165230798168e-69,0.0060996125432609535,83,0.4429530201342282,36,37,0.972972972972973,48.34437086092716,0.015434615889968776,8,5.333333333333334,0.001793001112897369,1.8149999999999977,0.5581609902360261,1,0.5581609902360261
20200203,34200000,43200000,34200000,323.355,1,0.5022466747380806,0.20196604996323111,0.0,0.8535510507027944,0.8535510507027944,0.8535510507027944,1.870079279803642e-05,0.000369183020896045,0.5432965526591178,2.814090258373427,0.004527347279078634,0.037083113168081015,0.14535108472111258,0.033329848676377505,0.019434012699233626,0.09184482939751702,0.0010715123416660066,0.03655813208653945,0.04778030338173034,-0.0011521436552448202,0.06183154845635603,0.0020791100846748907,7.123882624795326e-05,74,0.5033557046979866,33,32,1.03125,43.04635761589404,0.040513418846721785,9,6.0,0.0014453977919241332,-0.7400000000000091,-0.22832811367037723,0,0.22832811367037723
20200204,34200000,43200000,34200000,328.075,1,0.27634611492991096,0.14717632590737054,-0.0914425055246526,0.5120780309380457,0.6035205364626983,0.6035205364626983,3.065158895570233e-05,0.0002737696120072009,-0.4685060570763422,2.231273615267148,0.003373929171546492,0.027423711283081163,0.11582717366457329,0.023550244945622523,0.013562145717194964,0.06111388449520999,0.007963654823860458,0.02213069467846693,-0.007467804617844465,0.0030612256552058135,0.8219934853464489,1.0328511153490387e-57,0.002516307545754593,76,0.4899328859060402,36,36,1.0,47.682119205298015,-0.02315134592753207,6,4.0,0.001157530804027148,3.8149999999999977,1.1765250107938068,1,1.1765250107938068
20200205,34200000,43200000,34200000,332.275,1,-0.20133127979346951,0.10492696266173179,-0.4694906327590065,0.03611466405839536,0.5056052968174019,0.5056052968174019,-5.756915380065024e-06,0.00035797976190384993,-0.4427528429645026,0.7589426871080325,0.004384905677561895,0.03572330213558328,0.12640132420435046,0.03167915885659451,0.01803945928175165,0.1211995427489896,-0.001649956923089913,0.03462987864020477,0.02467835377323202,-0.0006716689728297782,0.07785562077426621,0.000521609201748401,5.229320483447612e-05,76,0.4899328859060402,37,37,1.0,49.00662251655629,0.03593712509567751,7,4.666666666666667,0.0012663380217991524,2.6899999999999977,0.8161779207184786,1,0.8161779207184786
20200206,34200000,43200000,34200000,333.925,1,-0.11194368406674556,0.08565625906196048,-0.3234259189937805,0.023957475481006796,0.3473833944747873,0.3473833944747873,-9.148079044347656e-06,0.000289519193114909,0.25583854714801035,0.9624528866703477,0.003547641128949832,0.028913202193545637,0.1137980085348489,0.02622717950408666,0.013418010195724356,0.06653997432627785,0.00034586496293022317,0.025765289373978595,-0.01347607995807465,0.0011750143843231489,0.3575376332901405,5.218981248827805e-16,0.0004201118620527702,75,0.49664429530201337,32,32,1.0,42.384105960264904,0.1015721890776254,6,4.0,0.0011399259048161733,1.9399999999999977,0.5843637513743083,1,0.5843637513743083
20200207,34200000,43200000,34200000,332.825,1,0.00600916397506544,0.10029789892000718,-0.2433711409900119,0.21032073912716776,0.45369188011717965,0.45369188011717965,7.260352979072913e-06,0.00032627069349010554,-0.12145521325056635,1.3994851846060223,0.003996972819945648,0.03261354378538696,0.12469015248254278,0.02943375840395061,0.017766131010546606,0.10222535530940013,0.00335159004806288,0.024933417039003602,0.0201306993164585,0.0018102894470707993,0.6189648256249013,4.9995365097315206e-33,0.0011205054919367762,73,0.5100671140939597,31,32,0.96875,41.72185430463576,0.15775161453567405,9,6.0,0.0012474449921847435,-0.6399999999999864,-0.19192418994496765,0,0.19192418994496765
20200210,34200000,43200000,34200000,331.23,1,0.5578245084096488,0.15792176459992738,0.0,0.7411768257706175,0.7411768257706175,0.7411768257706175,4.315781903538442e-05,0.0002176036810208366,0.5380943640994095,0.4872851044316575,0.0027170009018504847,0.021860971987932264,0.07094767985988959,0.02052418303230856,0.014092915507220265,0.09196341119870603,0.008094031082610266,0.02105079451595321,-0.007698578027350855,0.0028861130814561756,0.634594510996651,2.1800765534096713e-34,0.0018315115196077193,79,0.4697986577181208,33,33,1.0,43.70860927152318,0.14334169671784333,9,6.0,0.0007084074397852374,-1.954999999999984,-0.5867611086933637,0,0.5867611086933637
20200211,34200000,43200000,34200000,336.165,3,0.05952414372356563,0.11093178374888635,-0.1755090506150303,0.24987729240104617,0.4253863430160765,0.4253863430160765,-6.320177343680499e-06,0.00024048231412579263,0.2606624935737427,1.0374717820953858,0.00294631179737359,0.024055704498379585,0.07734297145748359,0.02207242991947055,0.01211579289932691,0.06506264922909588,0.0002953780870938082,0.02325298681273895,-0.026772567042968598,-0.0002625206711440158,0.010640661311541054,0.20752355810643897,2.7933935489219214e-06,76,0.4899328859060402,32,33,0.9696969696969697,43.04635761589404,0.08166744955640962,9,6.0,0.00077342971457483,2.785000000000025,0.8353830463735152,1,0.8353830463735152
20200212,34200000,43200000,34200000,336.825,1,0.015247566509032457,0.053320179759169556,-0.11578712981518136,0.10984932828619343,0.22563645810137478,0.22563645810137478,3.490382330705093e-06,0.0002347576369976572,-0.6456701713313422,1.5811053480250798,0.0028754998929978667,0.02347711455168812,0.09203592369925184,0.019416276986440842,0.012596420181142768,0.080779201568731,9.408488338188617e-05,0.018617909633779444,-0.012766273287314611,0.0002672579839461498,0.047734432876793256,0.0070371084365079915,1.2757408295464577e-05,84,0.43624161073825507,37,37,1.0,49.00662251655629,0.0031808439230601817,11,7.333333333333333,0.0009197039146752177,0.9799999999999613,0.29180127737496797,1,0.29180127737496797
20200213,34200000,43200000,34200000,335.855,0,0.27018124444865327,0.14307790047406316,-0.06550445876941646,0.5210581947566739,0.5865626535260904,0.5865626535260904,2.856516019309665e-05,0.00029016927199126063,0.6816717233427698,6.586585445434105,0.0035710119318926007,0.029058248060549245,0.16673862232213787,0.025487377115706318,0.018620317606043428,0.10342888425154124,0.004499762116490119,0.0287808368899605,0.007592562266458547,0.0026960629799664543,0.6746345047305489,3.7186383668411347e-38,0.0018188571132120366,70,0.5302013422818792,30,30,1.0,39.735099337748345,0.10075586981911658,9,6.0,0.0016684791514591812,-1.1449999999999818,-0.33976261127595897,0,0.33976261127595897
20200214,34200000,43200000,34200000,337.455,1,-0.03848440522998937,0.05724031974664651,-0.21780681868692753,0.0711205938569659,0.2889274125438934,0.2889274125438934,-3.239652145106779e-06,0.00020411641686096977,-0.6275159435460093,3.5673586509886688,0.0025002201996478972,0.020401933059824198,0.10371753270808082,0.016895851042361833,0.010392049040789619,0.05427881964711239,-0.0010016985050276183,0.015052576965179155,0.006519387770222984,0.0006725500737924049,0.262300276350009,1.7968136606197713e-11,0.00017641007021496676,82,0.44966442953020136,37,37,1.0,49.00662251655629,-0.009805573914165335,5,3.3333333333333335,0.0010368987838659223,0.15999999999996817,0.0474362205191207,1,0.0474362205191207
20200218,34200000,43200000,34200000,336.515,1,-0.06487415368650183,0.16982070845638308,-0.3744261028483131,0.16492578339746267,0.5393518862457758,0.5393518862457758,-2.496496073803676e-05,0.0002943299984312728,0.09561816509285426,3.5777466556834536,0.003617735422357571,0.029418853606000595,0.13669524389700038,0.025649339872301582,0.013607937096614932,0.08073885626471762,-0.007202031259515198,0.022724987854206267,-0.032093665958427,-0.0035549888582562823,0.8326237451961345,1.0447420864807187e-59,0.0029599681372918757,64,0.5704697986577181,31,31,1.0,41.05960264900662,-0.04056001585324249,6,4.0,0.0013672368440606326,-0.7750000000000341,-0.22977259924694896,0,0.22977259924694896
20200219,34200000,43200000,34200000,337.765,0,0.17759908506473046,0.08724813409469637,-0.05921276627240957,0.30790638461652975,0.3671191508889393,0.3671191508889393,1.7758237371940926e-05,0.00018905552540430306,-1.7826916112135685,13.395111141350021,0.0023256401273774696,0.018923397137784334,0.12730744748568057,0.014190786822570427,0.009386428274305924,0.048304699041080174,0.004459722079460691,0.012839460264561888,-0.005921276627240957,0.001812748583910166,0.8201937477306034,2.1877038452279136e-57,0.0014868050547306231,77,0.4832214765100671,30,31,0.967741935483871,40.397350993377486,-0.1641824710233444,6,4.0,0.001272208168759913,2.509999999999991,0.7486838376757964,1,0.7486838376757964
20200220,34200000,43200000,34200000,337.74,0,-0.06735460523142797,0.374464964653344,-0.9992893942085579,0.25907502812814176,1.2583644223366997,1.2583644223366997,-4.496186477631116e-05,0.0004367316426896277,-0.4598836318172549,5.329974401981705,0.005377119540384201,0.04345587221410743,0.21466216616330414,0.03604217701480741,0.03554338301233006,0.2164982136373616,-0.011513982336608605,0.05625201277688311,0.04604133357020035,-0.006276218011000173,0.5337369393655856,1.825942770696235e-26,0.003349849391982396,73,0.5100671140939597,33,32,1.03125,43.04635761589404,0.2530326879588705,10,6.666666666666667,0.002163597839386332,-0.9250000000000114,-0.27313126540977406,0,0.27313126540977406
20200221,34200000,43200000,34200000,335.475,3,-0.4059382046510183,0.14612282685738393,-0.7124226842536885,0.07303077725613338,0.7854534615098219,0.7854534615098219,-2.1000378583322e-05,0.00044134160528240356,-0.5014045937681048,3.4356846132801877,0.0054114244213592936,0.0439619295570746,0.20567851553767724,0.03784080030963974,0.02070926100395046,0.11673265101199705,-0.004755712155037723,0.04159116192419759,0.013413816230717357,-0.00035346270722980404,0.01111743679645068,0.19757636580487714,3.929599307529697e-06,76,0.4899328859060402,35,34,1.0294117647058822,45.6953642384106,-0.07662863136536138,5,3.3333333333333335,0.0020621021487702033,0.010000000000047748,0.002980936908484566,1,0.002980936908484566
20200224,34200000,43200000,34200000,323.145,0,0.4098379553844779,0.2041713479566225,-0.0216621021522867,0.7984031936127955,0.8200652957650822,0.8200652957650822,7.580511852437677e-06,0.0005614935826037826,0.4170748107175089,1.3778319483573833,0.006877490539417439,0.05637661970677737,0.20114809141409395,0.05330324055495874,0.03292854474999351,0.20228570550544533,-0.005084274076587533,0.049817283524427276,0.01732968172182492,-0.0031424717472466777,0.45009767800456746,4.323068506548067e-21,0.0014144192366306856,59,0.6040268456375839,27,26,1.0384615384615385,35.099337748344375,0.25609658615947434,10,6.666666666666667,0.0020103921811209765,-11.270000000000039,-3.3700641418596766,0,3.3700641418596766
20200225,34200000,43200000,34200000,323.925,0,-1.0027155537905081,0.5798720426054165,-1.944894651539708,0.18368449486763083,2.128579146407339,2.128579146407339,-9.291428164712984e-05,0.0008303385653969568,0.21128952049119573,-0.2076170843171954,0.010232999537668402,0.08221926193536225,0.2377093462992863,0.07768607016709266,0.03299538204353872,0.17774496158659497,-0.022164320335845422,0.07793210296575434,-0.015744385274369943,-0.012013993897233557,0.8155753173343797,1.4512995556833795e-56,0.00979831688518956,78,0.47651006711409394,37,37,1.0,49.00662251655629,-0.008742534439134479,5,3.3333333333333335,0.002375553395961503,0.4200000000000159,0.12982797792924866,1,0.12982797792924866
20200226,34200000,43200000,34200000,314.19,0,0.7234518110166186,0.27936094613528345,0.0,1.2349215442884809,1.2349215442884809,1.2349215442884809,2.6025799001705048e-05,0.0007676314144750806,0.08281349420297605,0.004305425996407486,0.00940692827682892,0.0772501426804971,0.2307520926827733,0.07318664547492398,0.033893551971890416,0.20127324977860908,0.0037610685917599277,0.08084929768589608,-0.04726439415640327,0.0027393605122084577,0.18269244894231554,4.409996541517698e-08,0.000500460480511239,59,0.6040268456375839,30,29,1.0344827586206897,39.0728476821192,0.05391715537415116,8,5.333333333333334,0.0022987047987445036,-5.235000000000014,-1.638882366752763,0,1.638882366752763
20200227,34200000,43200000,34200000,305.47,0,-0.27229779666423026,0.42548449054392123,-1.5140603005205144,0.4943202278456127,2.008380528366127,2.008380528366127,2.4231091488569923e-05,0.0011850982786333559,0.11820983365619077,-0.3882335379004278,0.014517464013117806,0.11812343895384074,0.3355484990342772,0.1153248116000875,0.04420808731004985,0.2464545145119914,0.00336931728848226,0.11819759632710608,0.11490490064490322,0.0020064789851288495,0.04225278732833583,0.011341119770843677,8.477932983742439e-05,58,0.610738255033557,29,29,1.0,38.41059602649007,0.07601329686455278,6,4.0,0.003405711627598007,-9.934999999999945,-3.1499183589353197,0,3.1499183589353197
20200228,34200000,43200000,34200000,288.73,2,0.32046025721685845,0.7417083258623375,-1.0857894919128586,2.485020607487942,3.5708100994008007,3.5708100994008007,7.193020260861887e-05,0.001994234163632665,0.1308774895721595,1.1968489666295952,0.024440163215843073,0.1999427210895499,0.8052505801267595,0.17911824935552081,0.08677281674308915,0.4078665949642063,0.003232953639127645,0.17883886797504878,-0.09282028192429093,0.007522293547479449,0.19542847681171882,1.3260406037939356e-08,0.0014700703701145297,76,0.4899328859060402,38,38,1.0,50.331125827814574,-0.03731773957759387,8,5.333333333333334,0.008140898825259505,-17.819999999999993,-5.813081063448049,0,5.813081063448049
20200302,34200000,43200000,34200000,298.235,2,0.1681304478212099,0.8455055436996872,-1.1635119955739737,1.8760373530940289,3.0395493486680025,3.0395493486680025,0.00011998856610476267,0.0013417955020897355,0.08794867623479334,0.029458829865359082,0.01649914736626164,0.13400101477230159,0.3822488976813476,0.1197893597847767,0.05385214148388228,0.34270304255292067,0.03371242594635997,0.11956793830174646,0.1264103810753281,0.016495234484669385,0.7231654500608724,2.1346016987888094e-43,0.011928783669965559,75,0.49664429530201337,37,37,1.0,49.00662251655629,-0.11017067080973202,8,5.333333333333334,0.0038203911272679924,6.460000000000036,2.2140347870790977,1,2.2140347870790977
