rank,chromosome,composite_score,total_pnl_after_fees,sharpe_ratio,max_drawdown,win_rate,num_trades,profit_factor,avg_pnl_per_trade,volatility,calmar_ratio,from_trading_day,to_trading_day,market_regime,generation,daily:daily_down_acc_thr_0.6,daily:daily_down_ws_acc_thr_0.6,daily:daily_down_pnl_thr_0.6,daily:daily_down_ppt_thr_0.6,daily:2day_down_acc_thr_0.6,daily:2day_down_ws_acc_thr_0.6,daily:2day_down_pnl_thr_0.6,daily:2day_down_ppt_thr_0.6,daily:3day_down_acc_thr_0.6,daily:3day_down_ws_acc_thr_0.6,daily:3day_down_pnl_thr_0.6,daily:3day_down_ppt_thr_0.6,daily:1week_down_acc_thr_0.6,daily:1week_down_ws_acc_thr_0.6,daily:1week_down_pnl_thr_0.6,daily:1week_down_ppt_thr_0.6,daily:2week_down_acc_thr_0.6,daily:2week_down_ws_acc_thr_0.6,daily:2week_down_pnl_thr_0.6,daily:2week_down_ppt_thr_0.6,daily:4week_down_acc_thr_0.6,daily:4week_down_ws_acc_thr_0.6,daily:4week_down_pnl_thr_0.6,daily:4week_down_ppt_thr_0.6,daily:8week_down_acc_thr_0.6,daily:8week_down_ws_acc_thr_0.6,daily:8week_down_pnl_thr_0.6,daily:8week_down_ppt_thr_0.6,daily:13week_down_acc_thr_0.6,daily:13week_down_ws_acc_thr_0.6,daily:13week_down_pnl_thr_0.6,daily:13week_down_ppt_thr_0.6,daily:26week_down_acc_thr_0.6,daily:26week_down_ws_acc_thr_0.6,daily:26week_down_pnl_thr_0.6,daily:26week_down_ppt_thr_0.6,daily:52week_down_acc_thr_0.6,daily:52week_down_ws_acc_thr_0.6,daily:52week_down_pnl_thr_0.6,daily:52week_down_ppt_thr_0.6,daily:from_begin_down_acc_thr_0.6,daily:from_begin_down_ws_acc_thr_0.6,daily:from_begin_down_pnl_thr_0.6,daily:from_begin_down_ppt_thr_0.6,regime:1day_down_acc_thr_0.6,regime:1day_down_ws_acc_thr_0.6,regime:1day_down_pnl_thr_0.6,regime:1day_down_ppt_thr_0.6,regime:2day_down_acc_thr_0.6,regime:2day_down_ws_acc_thr_0.6,regime:2day_down_pnl_thr_0.6,regime:2day_down_ppt_thr_0.6,regime:3day_down_acc_thr_0.6,regime:3day_down_ws_acc_thr_0.6,regime:3day_down_pnl_thr_0.6,regime:3day_down_ppt_thr_0.6,regime:4day_down_acc_thr_0.6,regime:4day_down_ws_acc_thr_0.6,regime:4day_down_pnl_thr_0.6,regime:4day_down_ppt_thr_0.6,regime:5day_down_acc_thr_0.6,regime:5day_down_ws_acc_thr_0.6,regime:5day_down_pnl_thr_0.6,regime:5day_down_ppt_thr_0.6,regime:10day_down_acc_thr_0.6,regime:10day_down_ws_acc_thr_0.6,regime:10day_down_pnl_thr_0.6,regime:10day_down_ppt_thr_0.6,regime:20day_down_acc_thr_0.6,regime:20day_down_ws_acc_thr_0.6,regime:20day_down_pnl_thr_0.6,regime:20day_down_ppt_thr_0.6,regime:30day_down_acc_thr_0.6,regime:30day_down_ws_acc_thr_0.6,regime:30day_down_pnl_thr_0.6,regime:30day_down_ppt_thr_0.6
1,15,51.9,36.109999999999985,0.033541496038526394,47.69000000000001,0.5190958690568979,1283,1.0930898029156622,0.02814497272018705,0.8470313966735872,0.7571817991193117,20250101,20250808,0,10,0.8467288794533294,0.043361051161900255,0.5820303421266043,0.5980280086242405,0.6107767824971504,0.11023419853346339,0.7266432408408846,0.4323853027311374,0.7432371524371807,0.549837697621061,0.8422088990986232,0.2013135427539159,0.1599714267022675,0.05371881164796921,0.5072328050573641,0.9548308572874987,0.5365625843386888,0.26290878358154635,0.1688780426825024,0.18339044112944902,0.03175320156246686,0.22962335064195538,0.17418526930823885,0.41511218614249124,0.7422739488503802,0.6579088675866257,0.5472113039226911,0.1590394740951877,0.7864024384097678,0.9499827975328625,0.6677183948920334,0.7961595415020245,0.4453774958910275,0.7430669105102151,0.07874907332177594,0.8598070465661269,0.4343886448729798,0.24605794567291628,0.9294656428772171,0.020022559117985117,0.5423885763443984,0.4432703924681347,0.26438115326727707,0.8587740041280045,0.8304660905549107,0.9015900311504366,0.4994389859250812,0.76600143034869,0.7873852916367928,0.40823615242620903,0.7202041723984404,0.5392553233782389,0.612462049947944,0.9006875037302683,0.5831281553446559,0.37876973050352947,0.6515744001430833,0.06848675999444143,0.38505609492219894,0.8923976168700538,0.1629177546747762,0.5551585657135201,0.1267851475022781,0.9457352211284518,0.9826123685208349,0.301446129711462,0.4909900770210244,0.8735040757340758,0.573339556024065,0.28127815478903406,0.6738103391962849,0.3087503880658028,0.27356842178705487,0.6556694391843135,0.5915811325489647,0.05818320873854366
2,1,51.73,34.43999999999999,0.03174806360732663,49.379999999999995,0.5169230769230769,1300,1.088071705302459,0.026492307692307687,0.8422287030007052,0.6974483596597811,20250101,20250808,0,10,0.8646943327787027,0.043361051161900255,0.21077063993129397,0.43136919151138864,0.7850875316494349,0.6201313098768588,0.8815323064204137,0.712700385723791,0.722743874585809,0.5211276502712239,0.5554235643131704,0.7647569482692499,0.6190980675828771,0.41768557955972274,0.7688053063237427,0.4232017504120317,0.33552504549919815,0.6819264848723984,0.3684555913246884,0.47352918780930053,0.3093138013917974,0.09495426388360773,0.3248907136368232,0.3430707820635055,0.8837671815885564,0.6579088675866257,0.20131683134279676,0.32383529804353384,0.7864024384097678,0.022071081037612017,0.5106162349890584,0.7961595415020245,0.4453774958910275,0.7430669105102151,0.07874907332177594,0.8598070465661269,0.4228203105493096,0.24605794567291628,0.8616407182731707,0.020022559117985117,0.6052863369634627,0.04742287434525816,0.26438115326727707,0.4200336762830198,0.11817478095440814,0.9015900311504366,0.3635458989573406,0.15743374693326317,0.7873852916367928,0.6649390578290946,0.7202041723984404,0.720502924538228,0.612462049947944,0.9006875037302683,0.004529959040769693,0.37876973050352947,0.6515744001430833,0.06848675999444143,0.38505609492219894,0.532802108369059,0.1629177546747762,0.3208145913976155,0.1267851475022781,0.9457352211284518,0.41422980166751877,0.14468784437070603,0.4909900770210244,0.6991183371572405,0.9781755040038349,0.28127815478903406,0.6738103391962849,0.3087503880658028,0.27356842178705487,0.5810184909789567,0.5915811325489647,0.05818320873854366
3,2,51.73,34.43999999999999,0.03174806360732663,49.379999999999995,0.5169230769230769,1300,1.088071705302459,0.026492307692307687,0.8422287030007052,0.6974483596597811,20250101,20250808,0,10,0.2593714699484434,0.043361051161900255,0.21077063993129397,0.6184217693496102,0.09828446533689916,0.6201313098768588,0.8815323064204137,0.9606540578042385,0.9804293742150735,0.5211276502712239,0.5554235643131704,0.7647569482692499,0.6190980675828771,0.41768557955972274,0.7688053063237427,0.4232017504120317,0.33552504549919815,0.6819264848723984,0.3684555913246884,0.47352918780930053,0.3093138013917974,0.09495426388360773,0.3248907136368232,0.3430707820635055,0.8837671815885564,0.6579088675866257,0.20131683134279676,0.32383529804353384,0.7864024384097678,0.022071081037612017,0.5106162349890584,0.7961595415020245,0.4453774958910275,0.7430669105102151,0.07874907332177594,0.8598070465661269,0.4343886448729798,0.24605794567291628,0.8616407182731707,0.020022559117985117,0.6052863369634627,0.04742287434525816,0.26729154712119596,0.4200336762830198,0.11817478095440814,0.44002211895603416,0.1228875539702794,0.15743374693326317,0.7873852916367928,0.6649390578290946,0.7202041723984404,0.5392553233782389,0.612462049947944,0.9006875037302683,0.004529959040769693,0.37876973050352947,0.6515744001430833,0.06848675999444143,0.38505609492219894,0.532802108369059,0.1629177546747762,0.5551585657135201,0.1267851475022781,0.9457352211284518,0.41422980166751877,0.14468784437070603,0.4909900770210244,0.6991183371572405,0.9781755040038349,0.28127815478903406,0.6738103391962849,0.3087503880658028,0.4046784137150877,0.5810184909789567,0.5915811325489647,0.05818320873854366
4,11,51.2,25.37999999999999,0.022316103060371035,49.379999999999995,0.5192307692307693,1352,1.0609480812641083,0.018772189349112418,0.8487278650857678,0.513973268529769,20250101,20250808,0,10,0.6125526549160061,0.026117981569867332,0.21077063993129397,0.6184217693496102,0.09828446533689916,0.6201313098768588,0.8815323064204137,0.9606540578042385,0.9804293742150735,0.1429382801730974,0.5554235643131704,0.7647569482692499,0.8307489587537309,0.41768557955972274,0.7688053063237427,0.4232017504120317,0.5970429961161519,0.6819264848723984,0.3684555913246884,0.47352918780930053,0.3093138013917974,0.09495426388360773,0.3248907136368232,0.41511218614249124,0.24401195933956155,0.6342478456092053,0.20131683134279676,0.35142275729019457,0.7864024384097678,0.19866699953492306,0.5106162349890584,0.7961595415020245,0.4453774958910275,0.7430669105102151,0.07874907332177594,0.8598070465661269,0.7445014538310131,0.24605794567291628,0.8616407182731707,0.020022559117985117,0.45082670983145,0.04742287434525816,0.26438115326727707,0.8587740041280045,0.11817478095440814,0.38166130695714595,0.24443536262251409,0.15743374693326317,0.47297033421820067,0.5143917107047326,0.9421732945160196,0.5392553233782389,0.612462049947944,0.9006875037302683,0.004529959040769693,0.620460361313516,0.6515744001430833,0.06848675999444143,0.38505609492219894,0.532802108369059,0.1629177546747762,0.30541454760900943,0.24721080561949182,0.9457352211284518,0.9826123685208349,0.47959513978144197,0.4909900770210244,0.6713791932611489,0.9781755040038349,0.532729064903954,0.9012350187944553,0.3087503880658028,0.27356842178705487,0.5810184909789567,0.5915811325489647,0.7511105176201968
5,24,51.1,26.58999999999999,0.02507951726345219,47.69,0.5059665871121718,1257,1.0689887786210028,0.02115354017501988,0.8515885491145075,0.5575592367372613,20250101,20250808,0,10,0.5603617599240114,0.6698123568314226,0.21077063993129397,0.6184217693496102,0.09828446533689916,0.6201313098768588,0.8815323064204137,0.07288812926035726,0.9804293742150735,0.5211276502712239,0.5554235643131704,0.7647569482692499,0.6903916182300586,0.41768557955972274,0.7688053063237427,0.9866242885701422,0.33552504549919815,0.9061176686308062,0.3684555913246884,0.47352918780930053,0.3093138013917974,0.09495426388360773,0.25184285636885606,0.3430707820635055,0.8837671815885564,0.6579088675866257,0.20131683134279676,0.32383529804353384,0.7864024384097678,0.022071081037612017,0.5106162349890584,0.7961595415020245,0.4453774958910275,0.7430669105102151,0.07874907332177594,0.8598070465661269,0.4343886448729798,0.24605794567291628,0.8616407182731707,0.9129589575051296,0.6052863369634627,0.8379703609057063,0.26438115326727707,0.21373697194497865,0.11817478095440814,0.32158194037285515,0.7986041439819531,0.4811555220254663,0.7873852916367928,0.6649390578290946,0.9723976512162408,0.5484200657558389,0.612462049947944,0.9006875037302683,0.004529959040769693,0.37876973050352947,0.6515744001430833,0.8323491020961306,0.38505609492219894,0.532802108369059,0.8593660007638609,0.5551585657135201,0.1267851475022781,0.9457352211284518,0.41422980166751877,0.14468784437070603,0.4909900770210244,0.6991183371572405,0.19740164701651575,0.28127815478903406,0.5924913120018841,0.03708611499126069,0.27356842178705487,0.5810184909789567,0.5915811325489647,0.05818320873854366
6,29,50.73,20.609999999999992,0.01834606560649495,47.69,0.5075528700906344,1324,1.049831959186634,0.015566465256797578,0.856251242111187,0.43216607255189754,20250101,20250808,0,10,0.8231103407097919,0.026117981569867332,0.21077063993129397,0.6184217693496102,0.09828446533689916,0.6201313098768588,0.8815323064204137,0.9606540578042385,0.9804293742150735,0.5211276502712239,0.5554235643131704,0.7647569482692499,0.6190980675828771,0.41768557955972274,0.7688053063237427,0.4232017504120317,0.7148637173144243,0.6819264848723984,0.3684555913246884,0.47352918780930053,0.3093138013917974,0.09495426388360773,0.3248907136368232,0.6310454611322394,0.9704476720573856,0.6579088675866257,0.20131683134279676,0.32383529804353384,0.7864024384097678,0.7947997037584497,0.5106162349890584,0.7961595415020245,0.4453774958910275,0.7430669105102151,0.07874907332177594,0.4054312127355527,0.4343886448729798,0.08570421736595313,0.8616407182731707,0.020022559117985117,0.6052863369634627,0.04742287434525816,0.26438115326727707,0.7264048469732077,0.5510902172801319,0.014570859201611497,0.7986041439819531,0.15743374693326317,0.028033153442257097,0.6649390578290946,0.7202041723984404,0.5392553233782389,0.612462049947944,0.9006875037302683,0.004529959040769693,0.37876973050352947,0.6515744001430833,0.8323491020961306,0.38505609492219894,0.532802108369059,0.735422078143823,0.5551585657135201,0.1267851475022781,0.9457352211284518,0.9042027908621165,0.707974154729888,0.4909900770210244,0.6991183371572405,0.9781755040038349,0.4719607082309665,0.6738103391962849,0.03708611499126069,0.5093923216303934,0.5810184909789567,0.7813271726314764,0.05818320873854366
7,3,50.69,18.564999999999984,0.01722174198341031,49.38,0.5084745762711864,1298,1.0470852302268663,0.014302773497688739,0.83825645546306,0.3759619279060345,20250101,20250808,0,10,0.2593714699484434,0.043361051161900255,0.5041827820792522,0.5980280086242405,0.6805589368686648,0.7649745762569753,0.24518634786280147,0.09483773491621972,0.7452994725642238,0.932896023067255,0.8422088990986232,0.1818846835690664,0.6823807787172481,0.09927448583365628,0.24305391079929684,0.9548308572874987,0.8326343475758079,0.26290878358154635,0.1688780426825024,0.18339044112944902,0.10182036230775426,0.22962335064195538,0.3248907136368232,0.6197078764463888,0.7422739488503802,0.6579088675866257,0.20131683134279676,0.808487913243346,0.7864024384097678,0.13202930915938815,0.5106162349890584,0.7961595415020245,0.5863345445448762,0.1566027556635905,0.07874907332177594,0.8598070465661269,0.4343886448729798,0.043164271179917946,0.8616407182731707,0.5126365934703339,0.45082670983145,0.8464495098811705,0.26438115326727707,0.982810520701895,0.11817478095440814,0.2239003718540089,0.7910596170696061,0.159618290107581,0.014642574197996527,0.6649390578290946,0.7202041723984404,0.06720433464541098,0.1914925272369764,0.4196785581216955,0.004529959040769693,0.37876973050352947,0.6515744001430833,0.06848675999444143,0.41381505286400355,0.532802108369059,0.1629177546747762,0.5551585657135201,0.3233873177265628,0.9457352211284518,0.9826123685208349,0.301446129711462,0.4909900770210244,0.09574724937888002,0.9781755040038349,0.3599385897880579,0.6738103391962849,0.1681752721691978,0.27356842178705487,0.5810184909789567,0.5915811325489647,0.05818320873854366
8,9,50.67,19.224999999999984,0.017118894831108077,47.69000000000001,0.506338553318419,1341,1.0463515484672041,0.014336316181953754,0.8450173842906344,0.4031243447263573,20250101,20250808,0,10,0.8231103407097919,0.026117981569867332,0.21077063993129397,0.6184217693496102,0.09828446533689916,0.6201313098768588,0.7193095096415971,0.9606540578042385,0.9804293742150735,0.5211276502712239,0.5554235643131704,0.7647569482692499,0.6190980675828771,0.6676070808813803,0.7688053063237427,0.4232017504120317,0.33552504549919815,0.6819264848723984,0.793780978634652,0.47352918780930053,0.3093138013917974,0.09495426388360773,0.3248907136368232,0.41511218614249124,0.741429938959516,0.6579088675866257,0.20131683134279676,0.808487913243346,0.7864024384097678,0.9499827975328625,0.5106162349890584,0.7961595415020245,0.4453774958910275,0.7430669105102151,0.07874907332177594,0.8598070465661269,0.4343886448729798,0.24605794567291628,0.8616407182731707,0.020022559117985117,0.45082670983145,0.04742287434525816,0.26438115326727707,0.8587740041280045,0.11817478095440814,0.9118991881735994,0.1228875539702794,0.15743374693326317,0.7873852916367928,0.6649390578290946,0.7202041723984404,0.5392553233782389,0.612462049947944,0.9006875037302683,0.004529959040769693,0.8578218418361999,0.5942659222549964,0.06848675999444143,0.38505609492219894,0.532802108369059,0.1629177546747762,0.37937528932916953,0.1267851475022781,0.9716941965633114,0.9826123685208349,0.301446129711462,0.4909900770210244,0.6991183371572405,0.9781755040038349,0.28127815478903406,0.6738103391962849,0.3087503880658028,0.27356842178705487,0.5810184909789567,0.5915811325489647,0.05818320873854366
9,12,50.45,13.679999999999987,0.01161817805853078,47.69000000000001,0.5178962746530315,1369,1.0312371557747637,0.009992695398100795,0.8676972511133916,0.2868525896414339,20250101,20250808,0,10,0.8231103407097919,0.026117981569867332,0.21077063993129397,0.6184217693496102,0.09828446533689916,0.6201313098768588,0.85007209488681,0.9606540578042385,0.9804293742150735,0.1429382801730974,0.5554235643131704,0.7647569482692499,0.6190980675828771,0.41768557955972274,0.7688053063237427,0.4232017504120317,0.33552504549919815,0.6819264848723984,0.3684555913246884,0.47352918780930053,0.3093138013917974,0.09495426388360773,0.3248907136368232,0.41511218614249124,0.7422739488503802,0.6342478456092053,0.49941258289587664,0.808487913243346,0.41471074427103727,0.19866699953492306,0.5372257523672761,0.7961595415020245,0.4453774958910275,0.7430669105102151,0.07874907332177594,0.8598070465661269,0.8405136348338801,0.7108780594935855,0.8616407182731707,0.020022559117985117,0.45082670983145,0.04742287434525816,0.26438115326727707,0.8587740041280045,0.11817478095440814,0.38166130695714595,0.24443536262251409,0.15743374693326317,0.014642574197996527,0.07886608709082155,0.9421732945160196,0.5392553233782389,0.612462049947944,0.9006875037302683,0.004529959040769693,0.620460361313516,0.6515744001430833,0.06848675999444143,0.38505609492219894,0.015483290260543625,0.1629177546747762,0.30541454760900943,0.24721080561949182,0.9457352211284518,0.9826123685208349,0.301446129711462,0.4909900770210244,0.3401669062164948,0.9781755040038349,0.532729064903954,0.9012350187944553,0.3087503880658028,0.27356842178705487,0.8660741202065013,0.5915811325489647,0.7511105176201968
10,28,50.31,15.284999999999975,0.013702177278873826,51.70499999999999,0.5011269722013524,1331,1.0370968133388343,0.011483846731780597,0.8463703692976683,0.2956193791702926,20250101,20250808,0,10,0.2593714699484434,0.043361051161900255,0.21077063993129397,0.6184217693496102,0.09828446533689916,0.6201313098768588,0.8815323064204137,0.9606540578042385,0.9804293742150735,0.5211276502712239,0.7594109092706921,0.7647569482692499,0.6190980675828771,0.41768557955972274,0.7688053063237427,0.619516325510065,0.33552504549919815,0.6819264848723984,0.3684555913246884,0.47352918780930053,0.3093138013917974,0.09495426388360773,0.3248907136368232,0.3430707820635055,0.8837671815885564,0.6579088675866257,0.20131683134279676,0.32383529804353384,0.7864024384097678,0.022071081037612017,0.498048988690337,0.7961595415020245,0.4453774958910275,0.7430669105102151,0.07874907332177594,0.8598070465661269,0.4343886448729798,0.24605794567291628,0.8616407182731707,0.020022559117985117,0.5423885763443984,0.8840212661437342,0.26438115326727707,0.8587740041280045,0.8304660905549107,0.9015900311504366,0.3604651771310231,0.76600143034869,0.7873852916367928,0.40823615242620903,0.7202041723984404,0.5392553233782389,0.5015813949027147,0.9006875037302683,0.5831281553446559,0.37876973050352947,0.6515744001430833,0.06848675999444143,0.38505609492219894,0.8923976168700538,0.1629177546747762,0.5551585657135201,0.1267851475022781,0.9457352211284518,0.9826123685208349,0.301446129711462,0.4909900770210244,0.6991183371572405,0.573339556024065,0.28127815478903406,0.444259983929176,0.3087503880658028,0.27356842178705487,0.8173568410837257,0.5915811325489647,0.05818320873854366
