0.11505456638977896,0.6090665392794814,0.13339096418598828,0.24058961996534878,0.3271390558111398,0.8591374909485977,0.6660902130980257,0.5411622122834038,0.0290138244243604,0.7337482962802829,0.39495001843100586,0.8020471186286665,0.2544211258598793,0.056884936651151796,0.8666486408992002,0.2210289958843713,0.40498944804725967,0.3160964710182087,0.07666269999644726,0.8432246942297046,0.8489391477448615,0.971465091435388,0.3853769143951381,0.9544881251086652,0.44575836083971887,0.6697246517218077,0.08250004969715541,0.8970985799815343,0.2980035006887627,0.26230482259638144,0.005129549064456951,0.543202515280406,0.47559636700725316,0.6363736775715226,0.9782041340820061,0.9086627578310877,0.9101530757801566,0.5252556711071454,0.1040189498547629,0.180914595257901,0.9530402209867416,0.41195298338635866,0.8650171206071817,0.6721772794761761,0.6287857958821612,0.2755587766489521,0.8967472697408626,0.20689137134336522,0.4044052430754076,0.9935724923941035,0.7357270815071207,0.4450614124896827,0.560663169443735,0.41125548908663523,0.7269879919679885,0.39919688590407476,0.6701451647023818,0.7047156078805414,0.6095598712590458,0.540034464181656,0.20608185091330178,0.1991614766227019,0.7957388648160442,0.2903327777707566,0.6559628278238538,0.29961677580702484,0.14447837842282873,0.4039566669804695,0.31026952684458975,0.24339801628096225,0.5881040426583761,0.2453432529633598,0.7477706117928631,0.7201466478542229,0.6952608669550929,0.10274277857321168
TradingDay,TradingMsOfDay,Actual,Predicted,Threshold,ModelID
20250701,38100000,-0.31,0.4203126728534698,0.0,125
20250701,38160000,-0.69,0.1697551757097244,0.0,125
20250701,38220000,-0.78,0.039835400879383,0.0,125
20250701,38280000,-0.28,0.211873710155487,0.0,125
20250701,38340000,-0.27,0.1789407730102539,0.0,125
20250701,38400000,-0.29,0.2891339659690857,0.0,125
20250701,38520000,-0.12,0.3842920660972595,0.0,125
20250701,38580000,-0.13,0.2493230700492859,0.0,125
20250701,40140000,0.27,0.2499492615461349,0.0,125
20250701,40200000,0.14,-0.0026344517245888,0.0,125
20250701,40560000,1.34,-0.4321813583374023,0.0,125
20250701,40620000,1.495,-0.5030566453933716,0.0,125
20250701,40680000,1.35,-0.7746250033378601,0.0,125
20250701,40740000,1.03,-1.1586010456085205,0.0,125
20250701,40800000,0.96,-1.0277695655822754,0.0,125
20250701,40860000,0.93,-1.1112247705459597,0.0,125
20250701,40920000,0.72,-1.27831768989563,0.0,125
20250701,40980000,0.48,-1.4648243188858032,0.0,125
20250701,41100000,0.44,-1.7106245756149292,0.0,125
20250701,41160000,0.18,-1.746709942817688,0.0,125
20250701,41220000,-0.235,-1.2689906358718872,0.0,125
20250701,41280000,-0.49,-1.0893521308898926,0.0,125
20250701,41400000,-0.56,-0.2852974534034729,0.0,125
20250701,41460000,-0.87,-0.041454941034317,0.0,125
20250701,41520000,-1.08,0.0964982956647872,0.0,125
20250701,41580000,-0.83,0.3315898180007934,0.0,125
20250701,41640000,-0.88,0.221412256360054,0.0,125
20250701,41700000,-1.0,0.1243215054273605,0.0,125
20250701,41760000,-0.8,0.0838035345077514,0.0,125
20250701,41820000,-0.52,0.3195593357086181,0.0,125
20250701,41880000,-0.27,0.4237233400344848,0.0,125
20250701,41940000,-0.25,0.5020790100097656,0.0,125
20250701,42000000,-0.3,0.543752133846283,0.0,125
20250701,42060000,0.14,0.6768012046813965,0.0,125
20250701,42120000,0.53,0.458019882440567,0.0,125
20250701,42180000,0.62,0.3101761937141418,0.0,125
20250701,42240000,0.57,0.2996565103530884,0.0,125
20250701,42300000,0.59,0.3448967933654785,0.0,125
20250701,42360000,0.42,0.095974177122116,0.0,125
20250701,42420000,0.42,0.027677983045578,0.0,125
20250701,42480000,0.33,-0.0154866585507988,0.0,125
20250701,42540000,0.25,0.1695256829261779,0.0,125
20250701,42600000,0.53,0.3935180306434631,0.0,125
20250701,42660000,0.47,0.2887492477893829,0.0,125
20250701,42720000,0.19,0.2061966955661773,0.0,125
20250701,42780000,-0.03,0.2559361159801483,0.0,125
20250701,42840000,0.06,0.2098550796508789,0.0,125
20250701,42900000,-0.09,0.2059603333473205,0.0,125
20250701,42960000,-0.01,0.1646986752748489,0.0,125
20250701,43020000,0.03,0.1577067226171493,0.0,125
20250701,43080000,-0.03,0.3127462267875671,0.0,125
20250701,43140000,0.32,0.604232907295227,0.0,125
20250701,43200000,0.29,0.6381498575210571,0.0,125
20250702,38100000,-0.46,-0.174824446439743,0.0,125
20250702,38160000,-0.36,-0.0634025558829307,0.0,125
20250702,38220000,-0.33,-0.0060794064775109,0.0,125
20250702,38280000,0.0,0.084989994764328,0.0,125
20250702,38340000,-0.11,0.0885968059301376,0.0,125
20250702,38400000,-0.01,0.1163347139954567,0.0,125
20250702,38460000,0.11,0.0872465670108795,0.0,125
20250702,38520000,0.18,-0.0225722342729568,0.0,125
20250702,38580000,0.06,-0.1123244762420654,0.0,125
20250702,38640000,-0.01,-0.200307548046112,0.0,125
20250702,38700000,0.51,0.3199560642242431,0.0,125
20250702,38760000,0.38,0.1402448117733001,0.0,125
20250702,38820000,0.0,-0.0557075440883636,0.0,125
20250702,38880000,-0.23,-0.1007658392190933,0.0,125
20250702,38940000,-0.03,0.2164584696292877,0.0,125
20250702,39000000,-0.1,0.2052659392356872,0.0,125
20250702,39060000,-0.11,0.1205467879772186,0.0,125
20250702,39120000,-0.09,0.1257411390542984,0.0,125
20250702,39180000,0.02,0.3030469119548797,0.0,125
20250702,39240000,-0.22,0.2192174345254898,0.0,125
20250702,39300000,0.09,0.209002211689949,0.0,125
20250702,39360000,0.28,0.0850296318531036,0.0,125
20250702,39420000,0.36,0.0400962531566619,0.0,125
20250702,39480000,0.26,-0.1693672239780426,0.0,125
20250702,39540000,0.13,-0.3265828490257263,0.0,125
20250702,39600000,0.08,-0.3046895861625671,0.0,125
20250702,39660000,-0.18,-0.3365080952644348,0.0,125
20250702,39720000,-0.35,-0.3564931154251098,0.0,125
20250702,39780000,-0.38,-0.3777465522289276,0.0,125
20250702,39840000,-0.22,-0.0726999342441558,0.0,125
20250702,39900000,-0.28,-0.2262740582227707,0.0,125
20250702,39960000,-0.19,-0.2742414772510528,0.0,125
20250702,40020000,-0.12,-0.2071315944194793,0.0,125
20250702,40080000,-0.17,-0.2222434729337692,0.0,125
20250702,40140000,-0.09,-0.262148916721344,0.0,125
20250702,40200000,-0.1,-0.2677051723003387,0.0,125
20250702,40260000,0.04,-0.1892965584993362,0.0,125
20250702,40320000,0.22,-0.048193871974945,0.0,125
20250702,40380000,0.32,0.0209965258836746,0.0,125
20250702,40440000,0.37,0.0690548866987228,0.0,125
20250702,40500000,0.28,0.1201747953891754,0.0,125
20250702,40560000,0.16,0.0977265685796737,0.0,125
20250702,40620000,0.23,0.2319309115409851,0.0,125
20250702,40680000,0.19,0.3129128813743591,0.0,125
20250702,40740000,0.0,0.1715377867221832,0.0,125
20250702,40800000,0.055,0.2279738485813141,0.0,125
20250702,40860000,0.06,0.1851254105567932,0.0,125
20250702,40920000,0.1,0.2131378054618835,0.0,125
20250702,40980000,-0.04,0.2081851810216903,0.0,125
20250702,41040000,0.03,0.1037733852863311,0.0,125
20250702,41100000,0.04,0.0692320391535759,0.0,125
20250702,41160000,0.23,-0.0177431553602218,0.0,125
20250702,41220000,0.24,-0.1061220541596412,0.0,125
20250702,41280000,0.4,-0.0306554064154624,0.0,125
20250702,41340000,0.36,0.0206977874040603,0.0,125
20250702,41400000,0.305,0.0346427112817764,0.0,125
20250702,41460000,0.25,-0.0194719135761261,0.0,125
20250702,41520000,0.17,-0.086612269282341,0.0,125
20250702,41580000,0.17,-0.0234449207782745,0.0,125
20250702,41640000,0.15,-0.096183955669403,0.0,125
20250702,41700000,0.15,-0.1076012551784515,0.0,125
20250702,41760000,0.03,-0.2676873207092285,0.0,125
20250702,41820000,0.13,-0.2432641983032226,0.0,125
20250702,41880000,0.01,-0.2110380381345749,0.0,125
20250702,41940000,0.13,0.0772953480482101,0.0,125
20250702,42000000,0.19,0.1561293452978134,0.0,125
20250702,42060000,0.12,0.0615648627281188,0.0,125
20250702,42120000,0.13,0.0355654209852218,0.0,125
20250702,42180000,0.17,-0.0042946571484208,0.0,125
20250702,42240000,0.01,-0.0312273204326629,0.0,125
20250702,42300000,0.02,-0.1190208047628402,0.0,125
20250702,42360000,0.01,-0.2147071212530136,0.0,125
20250702,42420000,-0.23,-0.2386568486690521,0.0,125
20250702,42480000,-0.24,-0.1481916904449463,0.0,125
20250702,42540000,-0.08,-0.17896169424057,0.0,125
20250702,42600000,-0.01,-0.0619305372238159,0.0,125
20250702,42660000,-0.02,-0.038397267460823,0.0,125
20250702,42720000,-0.23,-0.0995001792907714,0.0,125
20250702,42780000,-0.38,-0.0991023629903793,0.0,125
20250702,42840000,-0.2,-0.0038587609305977,0.0,125
