0.11505456638977896,0.6090665392794814,0.13339096418598828,0.24058961996534878,0.3271390558111398,0.8591374909485977,0.6660902130980257,0.5411622122834038,0.0290138244243604,0.7337482962802829,0.39495001843100586,0.8020471186286665,0.2544211258598793,0.056884936651151796,0.8666486408992002,0.2210289958843713,0.40498944804725967,0.3160964710182087,0.07666269999644726,0.8432246942297046,0.8489391477448615,0.971465091435388,0.3853769143951381,0.9544881251086652,0.44575836083971887,0.6697246517218077,0.08250004969715541,0.8970985799815343,0.2980035006887627,0.26230482259638144,0.005129549064456951,0.543202515280406,0.47559636700725316,0.6363736775715226,0.9782041340820061,0.9086627578310877,0.9101530757801566,0.5252556711071454,0.1040189498547629,0.180914595257901,0.9530402209867416,0.41195298338635866,0.8650171206071817,0.6721772794761761,0.6287857958821612,0.2755587766489521,0.8967472697408626,0.20689137134336522,0.4044052430754076,0.9935724923941035,0.7357270815071207,0.4450614124896827,0.560663169443735,0.41125548908663523,0.7269879919679885,0.39919688590407476,0.6701451647023818,0.7047156078805414,0.6095598712590458,0.540034464181656,0.20608185091330178,0.1991614766227019,0.7957388648160442,0.2903327777707566,0.6559628278238538,0.29961677580702484,0.14447837842282873,0.4039566669804695,0.31026952684458975,0.24339801628096225,0.5881040426583761,0.2453432529633598,0.7477706117928631,0.7201466478542229,0.6952608669550929,0.10274277857321168
TradingDay,TradingMsOfDay,Actual,Predicted,Threshold,ModelID
20200106,34440000,0.0,0.0,0.0,0
20200106,34500000,0.0,0.0,0.0,0
20200106,34560000,0.0,0.0,0.0,0
20200106,34620000,0.0,0.0,0.0,0
20200106,34800000,0.0,0.0,0.0,0
20200106,34860000,0.0,0.0,0.0,0
20200106,34920000,0.0,0.0,0.0,0
20200106,35340000,0.0,0.0,0.0,0
20200106,35460000,0.0,0.0,0.0,0
20200106,35520000,0.0,0.0,0.0,0
20200107,34440000,0.0,0.0,0.0,0
20200107,34500000,0.0,0.0,0.0,0
20200107,34560000,0.0,0.0,0.0,0
20200107,34620000,0.0,0.0,0.0,0
20200107,34680000,0.0,0.0,0.0,0
20200107,34740000,0.0,0.0,0.0,0
20200107,34920000,0.0,0.0,0.0,0
20200107,34980000,0.0,0.0,0.0,0
20200107,35100000,0.0,0.0,0.0,0
20200107,35160000,0.0,0.0,0.0,0
20200107,35280000,0.0,0.0,0.0,0
20200108,34440000,0.0,0.0,0.0,0
20200108,34500000,0.0,0.0,0.0,0
20200108,34560000,0.0,0.0,0.0,0
20200108,34620000,0.0,0.0,0.0,0
20200108,34680000,0.0,0.0,0.0,0
20200108,34740000,0.0,0.0,0.0,0
20200108,34800000,0.0,0.0,0.0,0
20200108,34860000,0.0,0.0,0.0,0
20200108,34920000,0.0,0.0,0.0,0
20200108,34980000,0.0,0.0,0.0,0
20200108,35040000,0.0,0.0,0.0,0
20200108,35100000,0.0,0.0,0.0,0
20200108,35160000,0.0,0.0,0.0,0
20200108,35220000,0.0,0.0,0.0,0
20200108,35280000,0.0,0.0,0.0,0
20200108,35340000,0.0,0.0,0.0,0
20200108,35400000,0.0,0.0,0.0,0
20200108,35460000,0.0,0.0,0.0,0
20200108,35520000,0.0,0.0,0.0,0
20200108,35580000,0.0,0.0,0.0,0
20200108,35640000,0.0,0.0,0.0,0
20200108,35700000,0.0,0.0,0.0,0
20200108,35760000,0.0,0.0,0.0,0
20200108,35820000,0.0,0.0,0.0,0
20200108,35880000,0.0,0.0,0.0,0
20200108,35940000,0.0,0.0,0.0,0
20200108,36000000,0.0,0.0,0.0,0
20200108,36060000,0.0,0.0,0.0,0
20200108,36120000,0.0,0.0,0.0,0
20200108,36180000,0.0,0.0,0.0,0
20200108,36240000,0.0,0.0,0.0,0
20200108,36300000,0.0,0.0,0.0,0
20200108,36360000,0.0,0.0,0.0,0
20200108,36540000,0.0,0.0,0.0,0
20200108,36780000,0.0,0.0,0.0,0
20200108,36900000,0.0,0.0,0.0,0
20200108,36960000,0.0,0.0,0.0,0
20200108,37560000,0.0,0.0,0.0,0
