0.7838323508057506,0.6348337060527302,0.24904309151574888,0.7580758646498177,0.3130769356316798,0.9372373574883975,0.04286544835226391,0.44086720342980446,0.9127222899351977,0.4550039189267788,0.5079343407037916,0.08490795479470015,0.4263497910655377,0.7457169596938721,0.8670813956107902,0.3236658269006706,0.10407439731328827,0.802108046853447,0.39483194918011777,0.6277680882341897,0.03598854359970072,0.2999078500215354,0.04765321960403324,0.37221107780612517,0.2624151964281971,0.9905262064126861,0.39514534810306035,0.3075392625990663,0.22110113634770445,0.49402502498638734,0.05787518962294125,0.28970004072785505,0.23495039062527756,0.9634304149536288,0.6156738730774998,0.8625839693020417,0.09008525620004304,0.14898890157990508,0.6725749636852829,0.9789919248124339,0.02322350511829474,0.9077156911757687,0.05805131621625281,0.7556654342819284,0.06460287808982568,0.2557334238083524,0.1696077644664009,0.19512729674487106,0.10655685109030466,0.5207896003888605,0.006246276335343692,0.7906050964415999,0.1387109240131209,0.10714519514849807,0.429601163602524,0.2189728773753462,0.8358517290630437,0.005874720050239368,0.1483228951433896,0.6983438425398526,0.14760990474687974,0.8707845362066596,0.5139862168749165,0.4248002562289217,0.01896837827374731,0.49432592614718096,0.9466241288576691,0.3458034276780333,0.40732889294799735,0.8289264308048582,0.714015396668201,0.4865717713021802,0.23274440122166595,0.6719964890051465,0.5786546824525314,0.448385693659916
TradingDay,TradingMsOfDay,Actual,Predicted,Threshold,ModelID
20250701,36900000,0.0,0.0,0.0,0
20250701,36960000,0.0,0.0,0.0,0
20250701,37260000,0.0,0.0,0.0,0
20250701,37320000,0.0,0.0,0.0,0
20250701,37380000,0.0,0.0,0.0,0
20250701,37740000,0.0,0.0,0.0,0
20250701,37800000,0.0,0.0,0.0,0
20250701,37860000,0.0,0.0,0.0,0
20250701,37920000,0.0,0.0,0.0,0
20250701,37980000,0.0,0.0,0.0,0
20250701,38040000,0.0,0.0,0.0,0
20250701,38100000,-0.31,0.0256797336041927,0.2,162
20250701,38160000,-0.69,-0.0977736860513687,0.2,162
20250701,38220000,-0.78,-0.1403162628412246,0.2,162
20250701,38280000,-0.28,-0.0085396990180015,0.2,162
20250701,38340000,-0.27,-0.1508623510599136,0.2,162
20250701,38400000,-0.29,-0.0857709720730781,0.2,162
20250701,38520000,-0.12,-0.113089881837368,0.2,162
20250701,38580000,-0.13,-0.1729461252689361,0.2,162
20250701,40140000,0.27,0.1745723932981491,0.2,162
20250701,40200000,0.14,0.0200038738548755,0.2,162
20250701,40560000,1.34,-2.4000918865203857,0.2,162
20250701,40620000,1.495,-2.603461742401123,0.2,162
20250701,40680000,1.35,-2.74939227104187,0.2,162
20250701,40740000,1.03,-2.655633449554444,0.2,162
20250701,40800000,0.96,-2.0431137084960938,0.2,162
20250701,40860000,0.93,-1.498183250427246,0.2,162
20250701,40920000,0.72,-1.060120701789856,0.2,162
20250701,40980000,0.48,-0.9117630124092102,0.2,162
20250701,41100000,0.44,-0.8751921653747559,0.2,162
20250701,41160000,0.18,-0.6944584846496582,0.2,162
20250701,41220000,-0.235,-0.5516374111175537,0.2,162
20250701,41280000,-0.49,-0.5537564158439636,0.2,162
20250701,41400000,-0.56,-0.1795626133680343,0.2,162
20250701,41460000,-0.87,-0.0830480009317398,0.2,162
20250701,41520000,-1.08,-0.0023591702338308,0.2,162
20250701,41580000,-0.83,0.2355512976646423,0.2,162
20250701,41640000,-0.88,0.2564586400985718,0.2,162
20250701,41700000,-1.0,0.2473194152116775,0.2,162
20250701,41760000,-0.8,0.206877052783966,0.2,162
20250701,41820000,-0.52,0.4517379999160766,0.2,162
20250701,41880000,-0.27,0.4576995968818664,0.2,162
20250701,41940000,-0.25,0.4744220972061157,0.2,162
20250701,42000000,-0.3,0.4670398235321045,0.2,162
20250701,42060000,0.14,0.7157780528068542,0.2,162
20250701,42120000,0.53,0.7467479705810547,0.2,162
20250701,42180000,0.62,0.6509590744972229,0.2,162
20250701,42240000,0.57,0.5059367418289185,0.2,162
20250701,42300000,0.59,0.4532801508903503,0.2,162
20250701,42360000,0.42,0.2373956739902496,0.2,162
20250701,42420000,0.42,0.2227648794651031,0.2,162
20250701,42480000,0.33,0.1208071112632751,0.2,162
20250701,42540000,0.25,0.1773789525032043,0.2,162
20250701,42600000,0.53,0.2929581701755523,0.2,162
20250701,42660000,0.47,0.1630899012088775,0.2,162
20250701,42720000,0.19,0.0021771027240902,0.2,162
20250701,42780000,-0.03,-0.0498344749212265,0.2,162
20250701,42840000,0.06,-0.0491380393505096,0.2,162
20250701,42900000,-0.09,-0.0387213863432407,0.2,162
20250701,42960000,-0.01,0.0023050720337778,0.2,162
20250701,43020000,0.03,0.0213027447462081,0.2,162
20250701,43080000,-0.03,-0.098196804523468,0.2,162
20250701,43140000,0.32,-0.1223354488611221,0.2,162
20250701,43200000,0.29,-0.169833093881607,0.2,162
20250702,35640000,0.0,0.0,0.0,0
20250702,35760000,0.0,0.0,0.0,0
20250702,35820000,0.0,0.0,0.0,0
20250702,36000000,0.0,0.0,0.0,0
20250702,36060000,0.0,0.0,0.0,0
20250702,36120000,0.0,0.0,0.0,0
20250702,36180000,0.0,0.0,0.0,0
20250702,36240000,0.0,0.0,0.0,0
20250702,36300000,0.0,0.0,0.0,0
20250702,36360000,0.0,0.0,0.0,0
20250702,36420000,0.0,0.0,0.0,0
20250702,36480000,0.0,0.0,0.0,0
20250702,36540000,0.0,0.0,0.0,0
20250702,36600000,0.0,0.0,0.0,0
20250702,36660000,0.0,0.0,0.0,0
20250702,36720000,0.0,0.0,0.0,0
20250702,36780000,0.0,0.0,0.0,0
20250702,36840000,0.0,0.0,0.0,0
20250702,36900000,0.0,0.0,0.0,0
20250702,36960000,0.0,0.0,0.0,0
20250702,37020000,0.0,0.0,0.0,0
20250702,37080000,0.0,0.0,0.0,0
20250702,37140000,0.0,0.0,0.0,0
20250702,37200000,0.0,0.0,0.0,0
20250702,37260000,0.0,0.0,0.0,0
20250702,37320000,0.0,0.0,0.0,0
20250702,37380000,0.0,0.0,0.0,0
20250702,37440000,0.0,0.0,0.0,0
20250702,37500000,0.0,0.0,0.0,0
20250702,37560000,0.0,0.0,0.0,0
20250702,37620000,0.0,0.0,0.0,0
20250702,37680000,0.0,0.0,0.0,0
20250702,37740000,0.0,0.0,0.0,0
20250702,37800000,0.0,0.0,0.0,0
20250702,37860000,0.0,0.0,0.0,0
20250702,37920000,0.0,0.0,0.0,0
20250702,37980000,0.0,0.0,0.0,0
20250702,38040000,0.0,0.0,0.0,0
20250702,38100000,-0.46,-0.4409288167953491,0.2,204
20250702,38160000,-0.36,-0.4321478903293609,0.2,204
20250702,38220000,-0.33,-0.5283344984054565,0.2,204
20250702,38280000,0.0,-0.418604165315628,0.2,204
20250702,38340000,-0.11,-0.5251785516738892,0.2,204
20250702,38400000,-0.01,-0.491402119398117,0.2,204
20250702,38460000,0.11,-0.628460705280304,0.2,204
20250702,38520000,0.18,-0.5309946537017822,0.2,204
20250702,38580000,0.06,-0.5182158350944519,0.2,204
20250702,38640000,-0.01,-0.6448922753334045,0.2,204
20250702,38700000,0.51,-0.3005754053592682,0.2,204
20250702,38760000,0.38,-0.1060336530208587,0.2,204
20250702,38820000,0.0,0.3150968551635742,0.2,204
20250702,38880000,-0.23,0.8122667074203491,0.2,204
20250702,38940000,-0.03,1.3253639936447144,0.2,204
20250702,39000000,-0.1,1.5640549659729004,0.2,204
20250702,39060000,-0.11,1.674162745475769,0.2,204
20250702,39120000,-0.09,1.529582977294922,0.2,204
20250702,39180000,0.02,1.3615810871124268,0.2,204
20250702,39240000,-0.22,1.1887314319610596,0.2,204
20250702,39300000,0.09,0.967430055141449,0.2,204
20250702,39360000,0.28,0.8395463824272156,0.2,204
20250702,39420000,0.36,0.6272034645080566,0.2,204
20250702,39480000,0.26,0.3463366329669952,0.2,204
20250702,39540000,0.13,0.1615532785654068,0.2,204
20250702,39600000,0.08,-0.0640860646963119,0.2,204
20250702,39660000,-0.18,-0.2021436542272567,0.2,204
20250702,39720000,-0.35,-0.246181234717369,0.2,204
20250702,39780000,-0.38,-0.2422204762697219,0.2,204
20250702,39840000,-0.22,-0.0728263556957244,0.2,204
20250702,39900000,-0.28,-0.2510920166969299,0.2,204
20250702,39960000,-0.19,-0.4050596952438354,0.2,204
20250702,40020000,-0.12,-0.5024803280830383,0.2,204
20250702,40080000,-0.17,-0.6019814014434814,0.2,204
20250702,40140000,-0.09,-0.6071219444274902,0.2,204
20250702,40200000,-0.1,-0.3823167979717254,0.2,204
20250702,40260000,0.04,-0.2130003571510315,0.2,204
20250702,40320000,0.22,-0.0055354898795485,0.2,204
20250702,40380000,0.32,0.1134789735078811,0.2,204
20250702,40440000,0.37,0.1568981260061264,0.2,204
20250702,40500000,0.28,0.0763743370771408,0.2,204
20250702,40560000,0.16,0.0685855597257614,0.2,204
20250702,40620000,0.23,0.185164213180542,0.2,204
20250702,40680000,0.19,0.2552514374256134,0.2,204
20250702,40740000,0.0,0.1257735639810562,0.2,204
20250702,40800000,0.055,0.0625452995300293,0.2,204
20250702,40860000,0.06,-0.2020462900400161,0.2,204
20250702,40920000,0.1,-0.434992104768753,0.2,204
20250702,40980000,-0.04,-0.586505115032196,0.2,204
20250702,41040000,0.03,-0.5237661600112915,0.2,204
20250702,41100000,0.04,-0.49603271484375,0.2,204
20250702,41160000,0.23,-0.6180208325386047,0.2,204
20250702,41220000,0.24,-0.6360136270523071,0.2,204
20250702,41280000,0.4,-0.468949556350708,0.2,204
20250702,41340000,0.36,-0.3048121929168701,0.2,204
20250702,41400000,0.305,-0.2506190836429596,0.2,204
20250702,41460000,0.25,-0.2676679193973541,0.2,204
20250702,41520000,0.17,-0.2339890450239181,0.2,204
20250702,41580000,0.17,-0.0791572630405426,0.2,204
20250702,41640000,0.15,-0.1414689868688583,0.2,204
20250702,41700000,0.15,-0.0663949698209762,0.2,204
20250702,41760000,0.03,0.0321736522018909,0.2,204
20250702,41820000,0.13,0.0879101678729057,0.2,204
20250702,41880000,0.01,0.0563198812305927,0.2,204
20250702,41940000,0.13,0.1502399742603302,0.2,204
20250702,42000000,0.19,0.3537725210189819,0.2,204
20250702,42060000,0.12,0.3222267627716064,0.2,204
20250702,42120000,0.13,0.5578888058662415,0.2,204
20250702,42180000,0.17,0.5383006930351257,0.2,204
20250702,42240000,0.01,0.0295930914580822,0.2,204
20250702,42300000,0.02,0.1666806191205978,0.2,204
20250702,42360000,0.01,-0.083186075091362,0.2,204
20250702,42420000,-0.23,-0.1199488341808319,0.2,204
20250702,42480000,-0.24,0.1262036114931106,0.2,204
20250702,42540000,-0.08,0.2207958996295929,0.2,204
20250702,42600000,-0.01,0.1227959617972374,0.2,204
20250702,42660000,-0.02,0.263856440782547,0.2,204
20250702,42720000,-0.23,0.2149795144796371,0.2,204
20250702,42780000,-0.38,0.2859677374362945,0.2,204
20250702,42840000,-0.2,0.3738706409931183,0.2,204
20250702,42900000,-0.24,0.3220500946044922,0.2,204
20250702,42960000,-0.23,0.1817332208156585,0.2,204
20250702,43020000,-0.03,0.5207040905952454,0.2,204
20250702,43080000,-0.06,0.4541105329990387,0.2,204
20250702,43140000,0.03,0.4586561918258667,0.2,204
20250702,43200000,-0.16,0.329050600528717,0.2,204
20250703,35580000,0.0,0.0,0.0,0
20250703,35820000,0.0,0.0,0.0,0
20250703,35940000,0.0,0.0,0.0,0
20250703,36000000,0.0,0.0,0.0,0
20250703,36240000,0.0,0.0,0.0,0
20250703,36900000,0.0,0.0,0.0,0
20250703,36960000,0.0,0.0,0.0,0
20250703,37020000,0.0,0.0,0.0,0
20250703,37320000,0.0,0.0,0.0,0
20250703,37440000,0.0,0.0,0.0,0
20250703,37560000,0.0,0.0,0.0,0
20250703,37740000,0.0,0.0,0.0,0
20250703,37860000,0.0,0.0,0.0,0
20250703,37980000,0.0,0.0,0.0,0
20250703,38040000,0.0,0.0,0.0,0
20250703,38580000,-0.05,-0.1635222285985946,0.0,204
20250703,38820000,0.055,0.0151598835363984,0.0,204
20250703,39000000,0.03,0.5450484752655029,0.0,204
20250703,39120000,0.16,0.5716117024421692,0.0,204
20250703,39180000,0.28,0.3947279751300812,0.0,204
20250707,35760000,0.0,0.0,0.0,0
20250707,35820000,0.0,0.0,0.0,0
20250707,36000000,0.0,0.0,0.0,0
20250707,36060000,0.0,0.0,0.0,0
20250707,36120000,0.0,0.0,0.0,0
20250707,36900000,0.0,0.0,0.0,0
