return_mean,return_std,return_skewness,return_kurtosis,return_max,return_min,positive_return_ratio,realized_volatility,price_range,price_range_pct,price_change_std,max_price_change,volatility_clustering,rolling_vol_short,rolling_vol_medium,volatility_of_volatility,volatility_persistence,volatility_jumps,price_level_volatility,vol_p25,vol_p50,vol_p75,vol_p90,high_vol_ratio,extreme_vol_ratio,vol_skewness,vol_concentration,vol_decay,trend_slope,trend_r_squared,trend_strength,price_momentum,price_momentum_medium,price_position,direction_consistency,total_price_change_pct,rate_of_change_short,rate_of_change_medium,price_acceleration,velocity_consistency,velocity_mean,early_momentum,late_momentum,momentum_acceleration,momentum_regime_change,near_high_breakout,near_low_breakout,reversal_frequency,final_momentum_strength,trend_category,num_peaks,num_troughs,peak_trough_ratio,autocorr_lag1,autocorr_lag2,autocorr_lag3,num_jumps,jump_frequency,price_coefficient_variation,return_skewness_pattern,return_kurtosis_pattern,hurst_exponent,avg_price_gap,max_price_gap,price_gap_variance,rel_price_mean,rel_price_std,rel_price_max,rel_price_min,rel_price_range,rel_price_final,trading_day,num_observations,reference_price
3.295808909592355e-06,0.0001887453778620665,-0.5478438047162714,1.2059682008621335,0.0003718566492617237,-0.000696691489526299,0.4588235294117647,0.0017404116759423152,0.7000000000000455,0.21669197739349758,0.06096331644158234,0.2249999999999659,0.2341510522443371,0.00012972817157429136,0.0001403811867606613,6.789997755545886e-05,0.2341510522443371,16,0.0005938946150425261,6.185343827811982e-05,0.00012375663258209075,0.00021654730785291234,0.0003097116414769294,0.24705882352941178,0.10588235294117647,1.5130562358998916,2.502586204997863,-0.026925007203953365,0.0005739893391197948,0.005516141461026311,3.1662063917057913e-06,-0.00955076489505626,-0.010582631454089506,0.5857142857142834,0.48809523809523814,0.02786679671172785,0.01857613894952005,0.012383325851746967,0.0021428571428565475,0.9998112902402327,3.295808909592355e-06,0.10837087610113257,-0.06187065938654889,-0.17024153548768145,1.0,0.0,0.0,0.5058823529411764,7.224597238935419e-05,0,17,18,0.9444444444444444,0.9500546487261603,0.885664121581445,0.8080398715008995,2,0.023529411764705882,0.0005938946150425261,-0.5478438047162714,1.2059682008621335,0.8323373086263889,0.0465882352941154,0.2249999999999659,0.00154718339100308,0.022970305299848257,0.05940310344487636,0.1176598083383773,-0.09908194386388791,0.21674175220226521,0.027866796711717434,20200102,86,322.965
1.3321170996249942e-05,0.0002220133385781037,0.18935078709722958,1.9934877683928995,0.0008054398166075212,-0.0006816315781319281,0.5058823529411764,0.0020505430911787977,0.9900000000000091,0.3067610657731207,0.07164517528675106,0.2599999999999909,0.07640500161906372,6.359722764471849e-05,0.00016902842688910796,8.70103886384459e-05,0.07640500161906372,11,0.0007843232693080281,6.197610821022857e-05,0.0001240213936902988,0.00021701052501044187,0.0003282670912872943,0.24705882352941178,0.10588235294117647,1.899935419239935,2.6468585904382724,0.3409472713214952,0.0047657908391906135,0.21845740756265525,0.0010411223117154326,0.1192719498940133,0.12278369273450691,0.9393939393939377,0.3214285714285714,0.11308361991511265,0.009284907383040409,-0.01856464363619557,0.0002976190476181002,0.9997780359404037,1.3321170996249942e-05,-0.06661089940204325,0.19534580859211342,0.26195670799415666,1.0,1.0,0.0,0.6705882352941176,5.1585373269025506e-05,0,24,24,1.0,0.9598993797315115,0.920256892745899,0.8735655371753942,4,0.047058823529411764,0.0007843232693080281,0.18935078709722958,1.9934877683928995,0.7697254816926394,0.05323529411765348,0.2599999999999909,0.002317474048442997,-0.013401435682830604,0.07842181587295381,0.13167270812033394,-0.17504724726585819,0.3067199553861921,0.11308361991511084,20200103,86,322.77
1.2800031310190735e-05,0.00017996949026213542,-0.18625197693318743,1.9044940230615088,0.0005277945947622878,-0.0006512738606583434,0.5176470588235295,0.0016634280715661113,0.6100000000000136,0.18926206554687638,0.05800190904864323,0.20999999999997954,-0.0007931742339658624,4.3881518034839196e-05,9.122670333598511e-05,6.687419075551605e-05,-0.0007931742339658624,12,0.00043443262783597055,4.65448226643597e-05,0.00010854059418212545,0.00018611287746018665,0.00029777485045590297,0.24705882352941178,0.10588235294117647,1.7569972204262534,2.7434422365170796,0.2648770505355348,0.0019713194018586067,0.12215001801897714,0.00024079670045818805,-0.006024926600498473,-0.007886520687853645,0.6065573770491742,0.38095238095238093,0.10872097538245427,-0.006205494965804202,0.003103036321037315,-0.000714285714286418,0.9998200628929272,1.2800031310190735e-05,0.16152830628251355,-0.04962240451564657,-0.2111507107981601,1.0,0.0,0.0,0.611764705882353,9.627738962198985e-10,0,21,20,1.05,0.912266831142346,0.8236909439035662,0.7045839225200056,4,0.047058823529411764,0.00043443262783597055,-0.18625197693318743,1.9044940230615088,0.8150173820026938,0.04270588235294313,0.20999999999997954,0.0015573840830446972,0.11785931650264633,0.04349446471618129,0.18327250135901085,-0.006212627164725593,0.18948512852373645,0.10872097538245917,20200106,86,321.925
4.751677364987353e-06,0.00016381042446917497,-0.6674343870249833,0.1693334525596688,0.0003093820094360457,-0.00043333591271372396,0.5882352941176471,0.0015108927348481556,0.8199999999999932,0.2537521274949693,0.05293738548518295,0.13999999999998636,-0.004642719920138762,5.266284763466554e-05,0.00020730361651740843,6.196580845981645e-05,-0.004642719920138762,18,0.000752482428578295,6.186874545645774e-05,9.2932484550066e-05,0.00015491146809601836,0.00026625745084213966,0.24705882352941178,0.10588235294117647,1.1310908743804615,2.865063299784021,-0.309625487325646,0.0011897731025047886,0.01475313031768054,1.7552877629724232e-05,-0.099540976842537,-0.09933467429985132,0.17073170731712728,0.48809523809523814,0.04028322203803737,0.0092932484550066,-0.015484909955234527,0.000357142857143209,0.999836216404991,4.751677364987353e-06,0.2014161101901164,-0.1700706566273302,-0.37148676681744663,1.0,0.0,1.0,0.5058823529411764,8.261401116505349e-05,0,19,20,0.95,0.9759491754082538,0.9517257410507158,0.9185251579618698,4,0.047058823529411764,0.000752482428578295,-0.6674343870249833,0.1693334525596688,0.8012682175379209,0.04235294117646885,0.13999999999998636,0.0010109342560554512,0.13479385835800078,0.07534967286772394,0.25099546039075715,-0.003098709387538978,0.25409416977829613,0.04028322203804002,20200107,86,322.715
5.541580623439836e-05,0.00030522755891863645,0.13774896397491013,2.3786882206686366,0.0011431572768140037,-0.001049593282602914,0.5411764705882353,0.002860062204890522,2.159999999999968,0.6670371231510368,0.0988769113525288,0.37000000000000455,0.26009527817319517,0.00013993771363858112,0.0002053088918350102,0.00015413022182497271,0.26009527817319517,12,0.002084085994182075,9.247699634724977e-05,0.00018463526841352846,0.00030933415822431644,0.00045544500388178065,0.24705882352941178,0.10588235294117647,1.9541084538252813,2.466728094773954,-1.091960279621778,0.02411410915609222,0.7867932301213949,0.0189728178344217,0.3144571091886061,0.32701552416152474,0.8356481481481636,0.5119047619047619,0.471734591292254,-0.012313754463724794,-0.06307595267764621,-0.0016666666666665044,0.9996948655765167,5.541580623439836e-05,0.11445363854303754,0.33827095658084594,0.2238173180378084,0.0,1.0,0.0,0.4823529411764706,7.694880483538193e-05,0,17,16,1.0625,0.9892541864087873,0.9746968915727191,0.961300178122418,6,0.07058823529411765,0.002084085994182075,0.13774896397491013,2.3786882206686366,0.8317639018682017,0.07335294117647141,0.37000000000000455,0.004717875432525765,0.16860510077639948,0.20875998694728323,0.5815482174619024,-0.08661356430282874,0.6681617817647312,0.47173459129226103,20200108,86,323.275
1.0465383277584623e-05,0.00015477717064672888,0.7508605889505449,1.2188176222523248,0.000551732593602988,-0.00036748380774473513,0.4470588235294118,0.0014302332774925345,0.46999999999997044,0.1439990737318274,0.050510405245477355,0.18000000000000682,0.07191465535206656,0.0001233892998664341,0.00021272332858559363,6.348535508197926e-05,0.07191465535206656,14,0.0003247210119689869,3.063584700472634e-05,9.189346484318246e-05,0.00015328724496838103,0.00024508828043911374,0.24705882352941178,0.10588235294117647,1.5116990603958396,2.6670915157825474,0.07993696443181542,0.0007088541912354103,0.027565993730877064,1.9540270191701253e-05,0.029824647342693997,0.029416139332093666,0.9148936170212277,0.3928571428571429,0.08889297592225347,0.030634908478200475,-0.006124730129090525,0.0007142857142857414,0.9998452467816186,1.0465383277584623e-05,0.021456925222613506,0.06742158410075556,0.04596465887814206,0.0,1.0,0.0,0.6,0.00010211354687720649,0,19,20,0.95,0.8852211626555888,0.7455845797112872,0.6129766137585019,7,0.08235294117647059,0.0003247210119689869,0.7508605889505449,1.2188176222523248,0.7913515215805565,0.036941176470586735,0.18000000000000682,0.001198290657439617,0.047814726222818994,0.032487627643182936,0.10115407604947002,-0.04291385044522533,0.14406792649469535,0.0888929759222501,20200109,86,326.235
-2.2116472608730494e-05,0.0001835559662685806,-0.11280604264910114,-0.37955505419373736,0.00036747255439360766,-0.0005195043317494031,0.36470588235294116,0.0017045422096982012,0.9049999999999727,0.27678075145101905,0.06001228247986023,0.17000000000001592,0.2636000508665998,7.636976193333222e-05,5.9994544193433834e-05,7.607630881385334e-05,0.2636000508665998,20,0.0007951153137373238,6.116301472494016e-05,0.00013752846075078032,0.00021422122932380512,0.0002753195560858786,0.24705882352941178,0.10588235294117647,0.7846896007762012,2.0019096744258187,-0.07000995975042891,-0.009024010566536112,0.7424556157537149,0.0066999273217455985,-0.10865443350037496,-0.10661553293720165,0.1823204419889156,0.48809523809523814,-0.18795843520782674,-0.01836856526198236,-0.01836856526198236,0.0004166666666662877,0.9998164777203408,-2.2116472608730494e-05,-0.0015281173594118133,-0.1589703611990152,-0.1574422438396034,0.0,0.0,1.0,0.5058823529411764,4.0820283637201676e-05,0,16,16,1.0,0.9732340908617849,0.9426166893411158,0.9161524109250351,4,0.047058823529411764,0.0007951153137373238,-0.11280604264910114,-0.37955505419373736,0.7677173056108112,0.04923529411764374,0.17000000000001592,0.0012297093425605134,-0.06919173252970548,0.07945651596761562,0.03820293398533181,-0.23838630806845007,0.2765892420537819,-0.18795843520782451,20200110,86,327.2
2.9164562594834635e-05,0.00013935109234416494,0.45969121333562046,1.1095439791862844,0.0005199651317500373,-0.00027559597629866946,0.5647058823529412,0.001312589191313528,0.8100000000000023,0.24780176428026213,0.04554650841794026,0.17000000000001592,-0.047184643593989925,6.602740860497976e-05,0.00011038202544668363,6.374435079548313e-05,-0.047184643593989925,14,0.0005832253118646802,3.0593670169614075e-05,6.125855705480696e-05,0.00015304326533114392,0.00022328364636184643,0.24705882352941178,0.10588235294117647,1.5035027165452322,3.6449380641153275,-0.08392328362696631,0.007110241049106048,0.8572186344780305,0.006095031122924325,0.09712624419655555,0.08407331175710288,1.0,0.40476190476190477,0.24811995527714456,0.045855433104558724,0.05503156671813346,0.0004761904761900431,0.9998606683236771,2.9164562594834635e-05,0.15928688486928938,0.10399938823888505,-0.05528749663040433,0.0,1.0,0.0,0.5882352941176471,0.0001834070957740421,0,20,20,1.0,0.9702161252372056,0.9462120574455877,0.9256487848395178,4,0.047058823529411764,0.0005832253118646802,0.45969121333562046,1.1095439791862844,0.7575105882273422,0.03435294117646676,0.17000000000001592,0.0009851695501730327,0.1284054606336694,0.05839742050129095,0.24811995527713737,0.0,0.24811995527713737,0.24811995527713737,20200113,86,326.455
1.1134529829573747e-05,0.00013623464561851318,-0.25447459970468794,0.7096718319522775,0.0003512630196402123,-0.00042756577641359767,0.4823529411764706,0.0012602094253785126,0.6800000000000068,0.20749806756780223,0.0446317496809709,0.13999999999998636,0.1453495607655939,3.8032758891852426e-05,3.3404336706669586e-05,6.127567575145211e-05,0.1453495607655939,16,0.0003984127976696997,3.0528292094671e-05,9.151782309613812e-05,0.0001525483196802934,0.00024412796016105422,0.24705882352941178,0.10588235294117647,1.2584715984814911,2.6675455326838513,0.33584582697556614,0.0036937119675456297,0.49320413882839237,0.001821754030033469,0.07865742694710035,0.07357168999691378,1.0,0.41666666666666663,0.09460882303572314,0.003049105849724132,0.01524738888465697,0.0,0.9998637839117321,1.1134529829573747e-05,0.01831138510368891,0.07017650917634691,0.051865124072657996,0.0,1.0,0.0,0.5764705882352941,4.065753403191237e-05,0,17,18,0.9444444444444444,0.9410675391253724,0.8865577928990465,0.825600007770306,5,0.058823529411764705,0.0003984127976696997,-0.25447459970468794,0.7096718319522775,0.7955543344858845,0.03423529411765003,0.13999999999998636,0.0008332387543251269,0.014922359372283124,0.03984722502591482,0.09460882303571339,-0.11292020813941095,0.20752903117512433,0.09460882303571339,20200114,86,327.665
5.037053478573648e-06,0.00022047859847868588,-0.6480783056523125,1.5280687248818516,0.0005172282650034712,-0.0007604447080652765,0.5176470588235295,0.0020332426478568873,0.6499999999999773,0.19771062415191973,0.07247875240491547,0.25,0.2628994424027467,0.000496212103416046,0.00038895904768679774,0.00010418393110509208,0.2628994424027467,13,0.00042199103760549926,6.081337894331223e-05,0.00012161566409759799,0.00021287919105905323,0.00040755290183222293,0.24705882352941178,0.10588235294117647,1.5315822643029442,3.3511546794264673,0.1820354376012069,0.0014549271192036703,0.06777448974227748,9.860694311623048e-05,-0.03902927974090388,-0.02260408942675184,0.44615384615380577,0.45238095238095233,0.042617311760851845,-0.033459567154876316,-0.04866106050699503,0.0010714285714282738,0.9997795700016183,5.037053478573648e-06,0.03652912436644939,0.0,-0.03652912436644939,0.0,0.0,0.0,0.5411764705882353,9.11441042063471e-05,0,18,18,1.0,0.8618286866718967,0.7302315918930465,0.6522474724157327,6,0.07058823529411765,0.00042199103760549926,-0.6480783056523125,1.5280687248818516,0.802937135416401,0.05223529411764503,0.25,0.002527356401384325,0.0786331877713804,0.04223228626104661,0.152204684860191,-0.04566140545805286,0.19786609031824387,0.04261731176085082,20200115,86,328.505
