model_id,train_from,train_to,val_from,val_to,test_from,test_to,seq_length,label_number,label_range,learning_rate,epochs,batch_size,train_loss,train_mae,val_loss,val_mae,train_up_acc_thr_0.0,train_down_acc_thr_0.0,train_up_acc_thr_0.1,train_down_acc_thr_0.1,train_up_acc_thr_0.2,train_down_acc_thr_0.2,train_up_acc_thr_0.3,train_down_acc_thr_0.3,train_up_acc_thr_0.4,train_down_acc_thr_0.4,train_up_acc_thr_0.5,train_down_acc_thr_0.5,train_up_acc_thr_0.6,train_down_acc_thr_0.6,train_up_acc_thr_0.7,train_down_acc_thr_0.7,train_up_acc_thr_0.8,train_down_acc_thr_0.8,val_up_acc_thr_0.0,val_down_acc_thr_0.0,val_up_acc_thr_0.1,val_down_acc_thr_0.1,val_up_acc_thr_0.2,val_down_acc_thr_0.2,val_up_acc_thr_0.3,val_down_acc_thr_0.3,val_up_acc_thr_0.4,val_down_acc_thr_0.4,val_up_acc_thr_0.5,val_down_acc_thr_0.5,val_up_acc_thr_0.6,val_down_acc_thr_0.6,val_up_acc_thr_0.7,val_down_acc_thr_0.7,val_up_acc_thr_0.8,val_down_acc_thr_0.8,test_up_acc_thr_0.0,test_down_acc_thr_0.0,test_up_acc_thr_0.1,test_down_acc_thr_0.1,test_up_acc_thr_0.2,test_down_acc_thr_0.2,test_up_acc_thr_0.3,test_down_acc_thr_0.3,test_up_acc_thr_0.4,test_down_acc_thr_0.4,test_up_acc_thr_0.5,test_down_acc_thr_0.5,test_up_acc_thr_0.6,test_down_acc_thr_0.6,test_up_acc_thr_0.7,test_down_acc_thr_0.7,test_up_acc_thr_0.8,test_down_acc_thr_0.8
00001,20200105,20200229,20200301,20200307,20200308,20200314,30,11,6-16,0.0009,150,32,0.0016932609723880887,0.031978756189346313,2.2584588527679443,1.17403244972229,0.9470588235294117,0.9517833553500661,1.0,0.9990375360923965,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5625,0.5,0.5572916666666666,0.47058823529411764,0.5511363636363636,0.46875,0.5621301775147929,0.4550561797752809,0.5732484076433121,0.4294478527607362,0.5675675675675675,0.42207792207792205,0.6090225563909775,0.40875912408759124,0.625,0.3902439024390244,0.6728971962616822,0.4,0.3896457765667575,0.6031746031746031,0.3867403314917127,0.6271186440677966,0.38375350140056025,0.6363636363636364,0.38857142857142857,0.6470588235294118,0.38529411764705884,0.6444444444444445,0.38368580060422963,0.625,0.38650306748466257,0.5945945945945946,0.39747634069400634,0.6129032258064516,0.40390879478827363,0.6296296296296297
00002,20200112,20200307,20200308,20200314,20200315,20200321,30,11,6-16,0.0009,150,32,0.0025633545592427254,0.03960724174976349,4.733132839202881,1.7685250043869019,0.9510869565217391,0.9289405684754521,0.998017839444995,0.9982456140350877,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3743169398907104,0.515625,0.37254901960784315,0.5185185185185185,0.37606837606837606,0.45652173913043476,0.375,0.4864864864864865,0.3803680981595092,0.5,0.37579617834394907,0.48,0.3745819397993311,0.42857142857142855,0.3873239436619718,0.3333333333333333,0.39194139194139194,0.4166666666666667,0.493006993006993,0.4305555555555556,0.5035971223021583,0.4264705882352941,0.5019011406844106,0.417910447761194,0.5098814229249012,0.408,0.5040983606557377,0.391304347826087,0.5109170305676856,0.3867924528301887,0.5185185185185185,0.38613861386138615,0.52,0.3894736842105263,0.5106382978723404,0.37777777777777777
00003,20200119,20200314,20200315,20200321,20200322,20200328,30,11,6-16,0.0009,150,32,0.003945598378777504,0.048726506531238556,4.55523157119751,1.6931020021438599,0.9443352979698756,0.9050746268656716,0.9854077253218884,0.9783743475018642,0.9976162097735399,0.9990029910269193,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5176470588235295,0.4807692307692308,0.5126582278481012,0.4730290456431535,0.5070422535211268,0.4723404255319149,0.5038759689922481,0.4697674418604651,0.49586776859504134,0.48258706467661694,0.5,0.4696132596685083,0.5050505050505051,0.46745562130177515,0.5054945054945055,0.43448275862068964,0.48148148148148145,0.43410852713178294,0.6547085201793722,0.5217391304347826,0.6536585365853659,0.5380710659898477,0.6544502617801047,0.5333333333333333,0.6781609195402298,0.5283018867924528,0.6855345911949685,0.5138888888888888,0.6923076923076923,0.5078125,0.7155172413793104,0.5135135135135135,0.74,0.5263157894736842,0.7419354838709677,0.5432098765432098
00004,20200126,20200321,20200322,20200328,20200329,20200404,30,11,6-16,0.0009,150,32,0.0039710188284516335,0.0494825541973114,2.053464412689209,1.1493017673492432,0.9495192307692307,0.9611590628853267,0.9962602842183994,0.9992205767731879,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6153846153846154,0.4846938775510204,0.6351351351351351,0.489010989010989,0.6411483253588517,0.4879518072289157,0.631578947368421,0.48717948717948717,0.6162790697674418,0.48175182481751827,0.6265822784810127,0.4523809523809524,0.6099290780141844,0.4491525423728814,0.609375,0.4375,0.6239316239316239,0.42857142857142855,0.4939759036144578,0.5911602209944752,0.497737556561086,0.5584415584415584,0.515,0.5419847328244275,0.5202312138728323,0.5272727272727272,0.5704225352112676,0.5113636363636364,0.6339285714285714,0.5256410256410257,0.6666666666666666,0.5079365079365079,0.7037037037037037,0.4909090909090909,0.6984126984126984,0.38095238095238093
00005,20200202,20200328,20200329,20200404,20200405,20200411,30,11,6-16,0.0009,150,32,0.004623257555067539,0.05260070413351059,0.8229191899299622,0.6340823173522949,0.9624152803450401,0.9496704613541043,0.9962630792227205,0.9935851746258019,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583969465648855,0.7380952380952381,0.5778688524590164,0.7583892617449665,0.5963302752293578,0.762962962962963,0.6113989637305699,0.7796610169491526,0.6134969325153374,0.8,0.5925925925925926,0.813953488372093,0.5867768595041323,0.8088235294117647,0.6041666666666666,0.8867924528301887,0.6153846153846154,0.9090909090909091,0.7189189189189189,0.41509433962264153,0.7402597402597403,0.40145985401459855,0.7333333333333333,0.38738738738738737,0.7395833333333334,0.36082474226804123,0.7432432432432432,0.3372093023255814,0.7313432835820896,0.34210526315789475,0.6964285714285714,0.3968253968253968,0.6363636363636364,0.4528301886792453,0.6764705882352942,0.5
00006,20200209,20200404,20200405,20200411,20200412,20200418,30,11,6-16,0.0009,150,32,0.003261802950873971,0.04424109309911728,1.037784218788147,0.7807800769805908,0.9517078916372202,0.9829974811083123,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.35260115606936415,0.6598639455782312,0.35064935064935066,0.6528925619834711,0.37410071942446044,0.6363636363636364,0.384,0.6046511627906976,0.41818181818181815,0.5769230769230769,0.45054945054945056,0.5588235294117647,0.45569620253164556,0.5409836065573771,0.5,0.5306122448979592,0.5333333333333333,0.5086206896551724,0.40445859872611467,0.5168539325842697,0.3940520446096654,0.5135135135135135,0.3832599118942731,0.5,0.40437158469945356,0.5,0.4304635761589404,0.5405405405405406,0.509090909090909,0.7272727272727273,0.5714285714285714,0.7142857142857143,0.6363636363636364,0.8888888888888888,0.6388888888888888
00007,20200216,20200411,20200412,20200418,20200419,20200425,30,11,6-16,0.0009,150,32,0.003624228062108159,0.04619212821125984,0.5676285624504089,0.6135393977165222,0.9645042839657283,0.980379746835443,0.997920997920998,0.99721059972106,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5355450236966824,0.3926940639269406,0.5307262569832403,0.41081081081081083,0.5067567567567568,0.4236111111111111,0.48760330578512395,0.39316239316239315,0.5108695652173914,0.375,0.4788732394366197,0.3333333333333333,0.4423076923076923,0.28846153846153844,0.34375,0.25,0.4090909090909091,0.27586206896551724,0.38860103626943004,0.45569620253164556,0.36809815950920244,0.4433497536945813,0.366412213740458,0.41954022988505746,0.36936936936936937,0.4013605442176871,0.3793103448275862,0.40458015267175573,0.4142857142857143,0.37168141592920356,0.42857142857142855,0.34146341463414637,0.48717948717948717,0.32142857142857145,0.6086956521739131,0.2857142857142857
00008,20200223,20200418,20200419,20200425,20200426,20200502,30,11,6-16,0.0009,150,32,0.004441000055521727,0.051586758345365524,0.5712722539901733,0.6251622438430786,0.9742331288343559,0.9843358395989975,0.9986586183769283,0.9979522184300341,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.42790697674418604,0.4790697674418605,0.43386243386243384,0.4690721649484536,0.43209876543209874,0.4294117647058823,0.41304347826086957,0.43356643356643354,0.3983050847457627,0.45132743362831856,0.3978494623655914,0.4666666666666667,0.4084507042253521,0.47619047619047616,0.43103448275862066,0.425531914893617,0.40540540540540543,0.34285714285714286,0.4,0.5916666666666667,0.4177215189873418,0.5922330097087378,0.4,0.5879120879120879,0.32989690721649484,0.5945945945945946,0.3,0.5897435897435898,0.3018867924528302,0.6,0.3157894736842105,0.6470588235294118,0.27586206896551724,0.6888888888888889,0.2608695652173913,0.7619047619047619
00009,20200301,20200425,20200426,20200502,20200503,20200509,30,11,6-16,0.0009,150,32,0.05166678503155708,0.1434287130832672,0.556562066078186,0.6274704933166504,0.9608355091383812,0.9148061104582844,0.9926578560939795,0.9670836076366031,0.9975510204081632,0.9865771812080537,0.9990574929311969,0.9909613804437141,1.0,0.9953703703703703,1.0,0.9989658738366081,1.0,1.0,1.0,1.0,1.0,1.0,0.29457364341085274,0.43023255813953487,0.29439252336448596,0.34615384615384615,0.3016759776536313,0.3,0.3082706766917293,0.26136363636363635,0.3711340206185567,0.26153846153846155,0.375,0.2894736842105263,0.3877551020408163,0.22727272727272727,0.40625,0.1,0.38095238095238093,0.14285714285714285,0.5836734693877551,0.31351351351351353,0.5845410628019324,0.2867132867132867,0.5868263473053892,0.25,0.6111111111111112,0.2857142857142857,0.6,0.38461538461538464,0.6027397260273972,0.5263157894736842,0.5263157894736842,1.0,0.5217391304347826,1.0,0.5,0.0
00010,20200308,20200502,20200503,20200509,20200510,20200516,30,11,6-16,0.0009,150,32,0.005255340598523617,0.05655314400792122,0.31681710481643677,0.4178159534931183,0.9747747747747748,0.9713774597495528,0.9979550102249489,0.9973718791064389,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6208791208791209,0.36693548387096775,0.5984848484848485,0.3869346733668342,0.5714285714285714,0.3586206896551724,0.5692307692307692,0.33653846153846156,0.5833333333333334,0.29577464788732394,0.6470588235294118,0.25925925925925924,0.9333333333333333,0.14285714285714285,1.0,0.1935483870967742,1.0,0.13636363636363635,0.5344827586206896,0.5707070707070707,0.558974358974359,0.6089743589743589,0.5859872611464968,0.5966386554621849,0.5967741935483871,0.6091954022988506,0.5638297872340425,0.6101694915254238,0.5882352941176471,0.6341463414634146,0.5217391304347826,0.6153846153846154,0.6206896551724138,0.6190476190476191,0.6842105263157895,0.625
