model_id,train_from,train_to,val_from,val_to,test_from,test_to,seq_length,label_number,label_range,learning_rate,epochs,batch_size,train_loss,train_mae,val_loss,val_mae,train_up_acc_thr_0.0,train_down_acc_thr_0.0,train_up_acc_thr_0.1,train_down_acc_thr_0.1,train_up_acc_thr_0.2,train_down_acc_thr_0.2,train_up_acc_thr_0.3,train_down_acc_thr_0.3,train_up_acc_thr_0.4,train_down_acc_thr_0.4,train_up_acc_thr_0.5,train_down_acc_thr_0.5,train_up_acc_thr_0.6,train_down_acc_thr_0.6,train_up_acc_thr_0.7,train_down_acc_thr_0.7,train_up_acc_thr_0.8,train_down_acc_thr_0.8,val_up_acc_thr_0.0,val_down_acc_thr_0.0,val_up_acc_thr_0.1,val_down_acc_thr_0.1,val_up_acc_thr_0.2,val_down_acc_thr_0.2,val_up_acc_thr_0.3,val_down_acc_thr_0.3,val_up_acc_thr_0.4,val_down_acc_thr_0.4,val_up_acc_thr_0.5,val_down_acc_thr_0.5,val_up_acc_thr_0.6,val_down_acc_thr_0.6,val_up_acc_thr_0.7,val_down_acc_thr_0.7,val_up_acc_thr_0.8,val_down_acc_thr_0.8,test_up_acc_thr_0.0,test_down_acc_thr_0.0,test_up_acc_thr_0.1,test_down_acc_thr_0.1,test_up_acc_thr_0.2,test_down_acc_thr_0.2,test_up_acc_thr_0.3,test_down_acc_thr_0.3,test_up_acc_thr_0.4,test_down_acc_thr_0.4,test_up_acc_thr_0.5,test_down_acc_thr_0.5,test_up_acc_thr_0.6,test_down_acc_thr_0.6,test_up_acc_thr_0.7,test_down_acc_thr_0.7,test_up_acc_thr_0.8,test_down_acc_thr_0.8
00011,20200315,20200509,20200510,20200516,20200517,20200523,30,11,6-16,0.0009,150,32,0.007385775446891785,0.06594497710466385,0.42204195261001587,0.49244704842567444,0.962822936357908,0.973565441650548,0.9985734664764622,0.9977661950856291,0.9991379310344828,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5503597122302158,0.631578947368421,0.5643153526970954,0.6637168141592921,0.565,0.6395348837209303,0.5534591194968553,0.6176470588235294,0.5217391304347826,0.6909090909090909,0.5512820512820513,0.75,0.5161290322580645,0.9130434782608695,0.5238095238095238,1.0,0.5,1.0,0.5462962962962963,0.43457943925233644,0.49624060150375937,0.42142857142857143,0.38571428571428573,0.4166666666666667,0.3023255813953488,0.3728813559322034,0.24,0.32608695652173914,0.0625,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,0.0
00012,20200322,20200516,20200517,20200523,20200524,20200530,30,11,6-16,0.0009,150,32,0.001555310096591711,0.031134171411395073,0.34973734617233276,0.4503735899925232,0.9779596977329975,0.9809885931558935,0.9985358711566618,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5186567164179104,0.38271604938271603,0.5128205128205128,0.3515625,0.4701492537313433,0.3333333333333333,0.5,0.22388059701492538,0.5942028985507246,0.19230769230769232,0.5833333333333334,0.03125,0.5945945945945946,0.0,0.6086956521739131,0.0,0.6666666666666666,0.0,0.6086956521739131,0.48175182481751827,0.6158940397350994,0.42424242424242425,0.6363636363636364,0.4153846153846154,0.6428571428571429,0.3333333333333333,0.8095238095238095,0.2916666666666667,0.9333333333333333,0.3333333333333333,0.9523809523809523,0.375,1.0,0.3333333333333333,1.0,0.0
00013,20200329,20200523,20200524,20200530,20200531,20200606,30,11,6-16,0.0009,150,32,0.0007125232368707657,0.021136702969670296,0.21079014241695404,0.37109634280204773,0.9879594423320659,0.98125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6195121951219512,0.49640287769784175,0.6506024096385542,0.5612244897959183,0.6267605633802817,0.6216216216216216,0.5643564356435643,0.6730769230769231,0.75,0.7058823529411765,0.7777777777777778,0.7037037037037037,0.782608695652174,0.6190476190476191,0.8461538461538461,0.6,0.8571428571428571,0.6666666666666666,0.4959677419354839,0.4065934065934066,0.4835164835164835,0.37857142857142856,0.4297520661157025,0.3939393939393939,0.3484848484848485,0.45588235294117646,0.3333333333333333,0.5789473684210527,0.4,0.6785714285714286,0.5,0.7142857142857143,0.6666666666666666,0.9,0.0,0.875
00014,20200405,20200530,20200531,20200606,20200607,20200613,30,11,6-16,0.0009,150,32,0.000718083989340812,0.02106131985783577,0.2806462049484253,0.40443435311317444,0.98,0.9780876494023905,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5069124423963134,0.431924882629108,0.49390243902439024,0.4418604651162791,0.48695652173913045,0.424,0.5084745762711864,0.35294117647058826,0.4838709677419355,0.35,0.42105263157894735,0.34782608695652173,0.4444444444444444,0.32142857142857145,0.3333333333333333,0.23529411764705882,0.0,0.23076923076923078,0.5305164319248826,0.6122448979591837,0.526595744680851,0.60625,0.5379310344827586,0.5887096774193549,0.5648148148148148,0.6329113924050633,0.5647058823529412,0.7222222222222222,0.5384615384615384,0.7692307692307693,0.6046511627906976,0.6896551724137931,0.6071428571428571,0.6842105263157895,0.625,0.6875
00015,20200412,20200606,20200607,20200613,20200614,20200620,30,11,6-16,0.0009,150,32,0.0005223993211984634,0.018094630911946297,0.5505176782608032,0.5776021480560303,0.9799373040752352,0.9866497139224412,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5066079295154186,0.5934065934065934,0.5279187817258884,0.6041666666666666,0.5714285714285714,0.6330275229357798,0.5968992248062015,0.6190476190476191,0.6355140186915887,0.6349206349206349,0.684931506849315,0.627906976744186,0.7377049180327869,0.6129032258064516,0.7777777777777778,0.7272727272727273,0.7428571428571429,0.8666666666666667,0.5056603773584906,0.6303030303030303,0.5442477876106194,0.5725190839694656,0.5888324873096447,0.5204081632653061,0.6346153846153846,0.5,0.6511627906976745,0.4583333333333333,0.6435643564356436,0.4857142857142857,0.6075949367088608,0.48148148148148145,0.6229508196721312,0.5625,0.6037735849056604,0.6666666666666666
00016,20200419,20200613,20200614,20200620,20200621,20200627,30,11,6-16,0.0009,150,32,0.0013275681994855404,0.027462512254714966,0.9887734055519104,0.6352677941322327,0.9796170475602224,0.9790252930289944,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4744525547445255,0.5833333333333334,0.48770491803278687,0.5454545454545454,0.5323383084577115,0.5172413793103449,0.5419354838709678,0.49295774647887325,0.5634920634920635,0.5172413793103449,0.5619047619047619,0.5777777777777777,0.5416666666666666,0.4827586206896552,0.5,0.45454545454545453,0.5098039215686274,0.3125,0.4144736842105263,0.532258064516129,0.384,0.5283018867924528,0.41935483870967744,0.49707602339181284,0.4722222222222222,0.48026315789473684,0.5098039215686274,0.4262295081967213,0.5121951219512195,0.36893203883495146,0.5,0.3132530120481928,0.43478260869565216,0.3064516129032258,0.4,0.3333333333333333
00017,20200426,20200620,20200621,20200627,20200628,20200704,30,11,6-16,0.0009,150,32,0.0012695949990302324,0.0271421167999506,0.4986519515514374,0.5486297607421875,0.9820433436532507,0.9738283627510651,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.45081967213114754,0.5539568345323741,0.5063291139240507,0.5793991416309013,0.54,0.5858585858585859,0.5945945945945946,0.58125,0.7391304347826086,0.5853658536585366,0.8235294117647058,0.5632183908045977,0.9090909090909091,0.6119402985074627,1.0,0.6607142857142857,1.0,0.6086956521739131,0.512987012987013,0.43157894736842106,0.5118110236220472,0.4444444444444444,0.44554455445544555,0.42727272727272725,0.4,0.4024390243902439,0.38,0.35,0.32142857142857145,0.3333333333333333,0.2857142857142857,0.3333333333333333,0.0,0.34615384615384615,0.0,0.35714285714285715
00018,20200503,20200627,20200628,20200704,20200705,20200711,30,11,6-16,0.0009,150,32,0.0013934981543570757,0.028508931398391724,0.3376866579055786,0.43961071968078613,0.9772870662460568,0.9719276356830941,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.543010752688172,0.45569620253164556,0.5673758865248227,0.44715447154471544,0.6326530612244898,0.3939393939393939,0.6,0.34782608695652173,0.5789473684210527,0.3103448275862069,0.5,0.2222222222222222,0.3333333333333333,0.15,0.0,0.08333333333333333,0.0,0.058823529411764705,0.5648854961832062,0.44047619047619047,0.5243243243243243,0.45132743362831856,0.4645669291338583,0.44,0.43333333333333335,0.4583333333333333,0.4032258064516129,0.43333333333333335,0.42105263157894735,0.4444444444444444,0.5416666666666666,0.3,0.5882352941176471,0.6666666666666666,1.0,1.0
00019,20200510,20200704,20200705,20200711,20200712,20200718,30,11,6-16,0.0009,150,32,0.0011470209574326873,0.026252595707774162,0.52235347032547,0.5323652029037476,0.9915254237288136,0.9575242718446602,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5085470085470085,0.37244897959183676,0.4514285714285714,0.39285714285714285,0.4180327868852459,0.358695652173913,0.367816091954023,0.35384615384615387,0.37777777777777777,0.37037037037037035,0.3225806451612903,0.4,0.35,0.38235294117647056,0.3125,0.4,0.1,0.45454545454545453,0.5313807531380753,0.5078534031413613,0.5260416666666666,0.46308724832214765,0.5037593984962406,0.43,0.5576923076923077,0.46153846153846156,0.578125,0.4166666666666667,0.5681818181818182,0.4,0.6470588235294118,0.2692307692307692,0.5,0.3684210526315789,0.5,0.35714285714285715
00020,20200517,20200711,20200712,20200718,20200719,20200725,30,11,6-16,0.0009,150,32,0.0009180648485198617,0.023357057943940163,0.3488248884677887,0.46596401929855347,0.9707565162110616,0.9799092676604018,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.47520661157024796,0.43617021276595747,0.44148936170212766,0.46153846153846156,0.45323741007194246,0.5057471264367817,0.43137254901960786,0.4918032786885246,0.43478260869565216,0.5227272727272727,0.5681818181818182,0.46875,0.6285714285714286,0.46153846153846156,0.6153846153846154,0.4782608695652174,0.5,0.6,0.49065420560747663,0.5694444444444444,0.506578947368421,0.6013986013986014,0.5180722891566265,0.5876288659793815,0.6756756756756757,0.68,0.8235294117647058,0.875,0.6666666666666666,0.9285714285714286,0.0,1.0,0.0,0.0,0.0,0.0
00021,20200524,20200718,20200719,20200725,20200726,20200801,30,11,6-16,0.0009,150,32,0.002438289113342762,0.038511522114276886,0.11684825271368027,0.2637595534324646,0.947271612507664,0.9796186719263642,0.9992429977289932,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.509090909090909,0.5904761904761905,0.48366013071895425,0.6223776223776224,0.5483870967741935,0.6395348837209303,0.5945945945945946,0.6842105263157895,0.7142857142857143,0.9090909090909091,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45255474452554745,0.38461538461538464,0.46543778801843316,0.3611111111111111,0.4805194805194805,0.35365853658536583,0.4482758620689655,0.3333333333333333,0.6,0.3333333333333333,0.8,0.2222222222222222,1.0,0.07692307692307693,1.0,0.14285714285714285,0.0,0.16666666666666666
00022,20200531,20200725,20200726,20200801,20200802,20200808,30,11,6-16,0.0009,150,32,0.0024670916609466076,0.03845231235027313,0.1602940559387207,0.30831941962242126,0.960582171012735,0.964525993883792,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5545851528384279,0.5373134328358209,0.5526315789473685,0.4962962962962963,0.6153846153846154,0.5054945054945055,0.7428571428571429,0.4807692307692308,0.8333333333333334,0.4166666666666667,1.0,0.375,1.0,0.3125,1.0,0.2857142857142857,0.0,1.0,0.4666666666666667,0.4473684210526316,0.4311377245508982,0.4696969696969697,0.4444444444444444,0.4787234042553192,0.5476190476190477,0.5416666666666666,0.7777777777777778,0.23076923076923078,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
00023,20200607,20200801,20200802,20200808,20200809,20200815,30,11,6-16,0.0009,150,32,0.0006237699999473989,0.019871389493346214,0.10977983474731445,0.2646480202674866,0.9750608272506083,0.9826946847960445,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5280898876404494,0.5119047619047619,0.6160714285714286,0.46368715083798884,0.6575342465753424,0.4854368932038835,0.6304347826086957,0.48936170212765956,0.7241379310344828,0.5,0.7777777777777778,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5695364238410596,0.3870967741935484,0.5523809523809524,0.36764705882352944,0.5072463768115942,0.376,0.425,0.38596491228070173,0.5,0.3793103448275862,0.45454545454545453,0.2631578947368421,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
00024,20200614,20200808,20200809,20200815,20200816,20200822,30,11,6-16,0.0009,150,32,0.0009141790797002614,0.023729436099529266,0.1632031798362732,0.30470868945121765,0.9657210401891253,0.9846248462484625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5297297297297298,0.3510204081632653,0.4435483870967742,0.3236994219653179,0.3548387096774194,0.32653061224489793,0.1875,0.27450980392156865,0.25,0.24,0.5,0.125,1.0,0.0,1.0,0.0,1.0,0.0,0.5803108808290155,0.4492753623188406,0.5754716981132075,0.3879310344827586,0.5357142857142857,0.2982456140350877,0.5,0.16666666666666666,0.4375,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00025,20200621,20200815,20200816,20200822,20200823,20200829,30,11,6-16,0.0009,150,32,0.0005474138306453824,0.01829088293015957,0.08328035473823547,0.2367561012506485,0.9801365611421478,0.9849529780564263,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.3761904761904762,0.46956521739130436,0.40625,0.5344827586206896,0.34328358208955223,0.4827586206896552,0.38235294117647056,0.45454545454545453,0.3333333333333333,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5809128630705395,0.4021164021164021,0.5855263157894737,0.41818181818181815,0.6233766233766234,0.4393939393939394,0.6341463414634146,0.4722222222222222,0.5714285714285714,0.6666666666666666,0.5,0.5555555555555556,0.2,0.5714285714285714,0.0,0.0,0.0,0.0
00026,20200628,20200822,20200823,20200829,20200830,20200905,30,11,6-16,0.0009,150,32,0.0005875166971236467,0.01880624331533909,0.14613841474056244,0.3136967420578003,0.9762210796915167,0.9762210796915167,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.49514563106796117,0.32589285714285715,0.5098039215686274,0.33125,0.5445544554455446,0.2765957446808511,0.6724137931034483,0.25,0.7777777777777778,0.38461538461538464,0.8,0.4444444444444444,0.75,0.3333333333333333,0.0,0.3333333333333333,0.0,0.25,0.503448275862069,0.6,0.5126050420168067,0.6272727272727273,0.5164835164835165,0.574468085106383,0.5,0.589041095890411,0.5048543689320388,0.5227272727272727,0.4883720930232558,0.48484848484848486,0.4861111111111111,0.5,0.5,0.5,0.5660377358490566,0.0
00027,20200705,20200829,20200830,20200905,20200906,20200912,30,11,6-16,0.0009,150,32,0.0003732767072506249,0.014985884539783001,1.0393877029418945,0.7094811797142029,0.973568281938326,0.981445937300064,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.46153846153846156,0.5159235668789809,0.4766355140186916,0.47058823529411764,0.46,0.40860215053763443,0.5,0.3382352941176471,0.5287356321839081,0.3050847457627119,0.5238095238095238,0.3111111111111111,0.5116279069767442,0.2777777777777778,0.4117647058823529,0.24242424242424243,0.3333333333333333,0.25,0.46524064171123,0.4840764331210191,0.4451219512195122,0.518796992481203,0.46825396825396826,0.5089285714285714,0.48598130841121495,0.5194805194805194,0.5,0.484375,0.547945205479452,0.46808510638297873,0.5517241379310345,0.47058823529411764,0.5609756097560976,0.48,0.5714285714285714,0.5294117647058824
