model_id,train_from,train_to,val_from,val_to,test_from,test_to,seq_length,label_number,learning_rate,epochs,batch_size,train_loss,train_mae,val_loss,val_mae,train_up_acc_thr_0.0,train_down_acc_thr_0.0,train_up_acc_thr_0.1,train_down_acc_thr_0.1,train_up_acc_thr_0.2,train_down_acc_thr_0.2,train_up_acc_thr_0.3,train_down_acc_thr_0.3,train_up_acc_thr_0.4,train_down_acc_thr_0.4,train_up_acc_thr_0.5,train_down_acc_thr_0.5,train_up_acc_thr_0.6,train_down_acc_thr_0.6,train_up_acc_thr_0.7,train_down_acc_thr_0.7,train_up_acc_thr_0.8,train_down_acc_thr_0.8,val_up_acc_thr_0.0,val_down_acc_thr_0.0,val_up_acc_thr_0.1,val_down_acc_thr_0.1,val_up_acc_thr_0.2,val_down_acc_thr_0.2,val_up_acc_thr_0.3,val_down_acc_thr_0.3,val_up_acc_thr_0.4,val_down_acc_thr_0.4,val_up_acc_thr_0.5,val_down_acc_thr_0.5,val_up_acc_thr_0.6,val_down_acc_thr_0.6,val_up_acc_thr_0.7,val_down_acc_thr_0.7,val_up_acc_thr_0.8,val_down_acc_thr_0.8,test_up_acc_thr_0.0,test_down_acc_thr_0.0,test_up_acc_thr_0.1,test_down_acc_thr_0.1,test_up_acc_thr_0.2,test_down_acc_thr_0.2,test_up_acc_thr_0.3,test_down_acc_thr_0.3,test_up_acc_thr_0.4,test_down_acc_thr_0.4,test_up_acc_thr_0.5,test_down_acc_thr_0.5,test_up_acc_thr_0.6,test_down_acc_thr_0.6,test_up_acc_thr_0.7,test_down_acc_thr_0.7,test_up_acc_thr_0.8,test_down_acc_thr_0.8
00140,20210509,20210703,20210704,20210710,20210711,20210717,30,10,0.0009,150,32,0.0020147133618593216,0.034800007939338684,0.24222341179847717,0.38512447476387024,0.9295685279187818,0.9489389920424404,1.0,0.9989473684210526,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6705882352941176,0.41379310344827586,0.6724137931034483,0.40441176470588236,0.631578947368421,0.42045454545454547,0.5531914893617021,0.3968253968253968,0.5454545454545454,0.3404255319148936,0.4666666666666667,0.29411764705882354,0.25,0.21052631578947367,0.4,0.18181818181818182,0.0,0.25,0.42727272727272725,0.5166666666666667,0.5032679738562091,0.5,0.5490196078431373,0.5164835164835165,0.578125,0.5172413793103449,0.6585365853658537,0.34285714285714286,0.7619047619047619,0.2857142857142857,0.8125,0.2857142857142857,0.7272727272727273,0.0,1.0,0.0
00141,20210516,20210710,20210711,20210717,20210718,20210724,30,10,0.0009,150,32,0.0014634489780291915,0.02935025468468666,0.1991424560546875,0.3644087612628937,0.9375410913872453,0.9624739402362752,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.45627376425855515,0.5547445255474452,0.4365482233502538,0.48148148148148145,0.488,0.49019607843137253,0.5238095238095238,0.46875,0.6666666666666666,0.5,0.7142857142857143,0.625,0.6875,0.6,0.5555555555555556,0.5,0.5714285714285714,0.0,0.6144578313253012,0.4585635359116022,0.6647398843930635,0.43333333333333335,0.7083333333333334,0.45,0.7746478873239436,0.3448275862068966,0.7441860465116279,0.2,0.631578947368421,0.0,0.6428571428571429,0.0,0.5714285714285714,0.0,0.6666666666666666,0.0
00142,20210523,20210717,20210718,20210724,20210725,20210731,30,10,0.0009,150,32,0.0031801406294107437,0.04288831725716591,0.17544376850128174,0.31265243887901306,0.9282392026578073,0.934006734006734,1.0,0.9957401490947817,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5963636363636363,0.43870967741935485,0.5967741935483871,0.4444444444444444,0.6171875,0.5454545454545454,0.6578947368421053,0.5833333333333334,0.66,0.25,0.7272727272727273,0.0,0.76,0.0,0.8571428571428571,0.0,0.8571428571428571,0.0,0.45528455284552843,0.4673913043478261,0.44025157232704404,0.43902439024390244,0.41228070175438597,0.39285714285714285,0.34146341463414637,0.3181818181818182,0.3333333333333333,0.23076923076923078,0.2894736842105263,0.14285714285714285,0.3076923076923077,0.1111111111111111,0.23076923076923078,0.16666666666666666,0.0,0.0
00143,20210530,20210724,20210725,20210731,20210801,20210807,30,10,0.0009,150,32,0.0015689136926084757,0.030589312314987183,0.19300347566604614,0.33388474583625793,0.9427048634243838,0.9523485364193329,0.9978858350951374,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.47330960854092524,0.48322147651006714,0.43661971830985913,0.5434782608695652,0.4875,0.46808510638297873,0.4563106796116505,0.16666666666666666,0.48333333333333334,0.16666666666666666,0.45454545454545453,0.0,0.5714285714285714,0.0,0.6,0.0,0.8333333333333334,0.0,0.542016806722689,0.5416666666666666,0.5575757575757576,0.46,0.576271186440678,0.42105263157894735,0.6455696202531646,0.4,0.7192982456140351,0.375,0.7560975609756098,0.4,0.8666666666666667,0.5,0.8888888888888888,1.0,1.0,0.0
00144,20210606,20210731,20210801,20210807,20210808,20210814,30,10,0.0009,150,32,0.0015476348344236612,0.030290722846984863,0.21200045943260193,0.33603450655937195,0.9286592865928659,0.9747956403269755,0.9990732159406858,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5068493150684932,0.4976303317535545,0.5045045045045045,0.416,0.48484848484848486,0.3333333333333333,0.4375,0.3695652173913043,0.4666666666666667,0.34375,0.36363636363636365,0.22727272727272727,0.6666666666666666,0.35714285714285715,1.0,0.5,0.0,0.0,0.6405529953917051,0.41784037558685444,0.5964912280701754,0.4716981132075472,0.5636363636363636,0.47058823529411764,0.5384615384615384,0.4523809523809524,0.7857142857142857,0.6,0.9,0.5454545454545454,0.8333333333333334,0.5,1.0,1.0,0.0,1.0
00145,20210613,20210807,20210808,20210814,20210815,20210821,30,10,0.0009,150,32,0.0017563032452017069,0.03228231519460678,0.061470236629247665,0.19870565831661224,0.9474342928660826,0.966710182767624,0.9990485252140818,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.635,0.40869565217391307,0.6020408163265306,0.4090909090909091,0.6,0.46774193548387094,0.75,0.5925925925925926,0.6666666666666666,0.6,1.0,0.6,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.6032388663967612,0.639344262295082,0.5925925925925926,0.6379310344827587,0.5923076923076923,0.56,0.5783132530120482,0.4772727272727273,0.6274509803921569,0.4444444444444444,0.7666666666666667,0.38461538461538464,0.9285714285714286,0.4444444444444444,1.0,0.3333333333333333,1.0,0.3333333333333333
00146,20210620,20210814,20210815,20210821,20210822,20210828,30,10,0.0009,150,32,0.0016098107444122434,0.031251613050699234,0.24582083523273468,0.35886630415916443,0.9230275817831943,0.9647639182522904,0.9989806320081549,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.532258064516129,0.5439560439560439,0.5434782608695652,0.5546875,0.5555555555555556,0.5393258426966292,0.5512820512820513,0.45614035087719296,0.6,0.41935483870967744,0.625,0.4666666666666667,0.6666666666666666,0.8,0.7142857142857143,1.0,1.0,0.0,0.5135135135135135,0.33152173913043476,0.40336134453781514,0.28865979381443296,0.31645569620253167,0.38461538461538464,0.45454545454545453,0.2857142857142857,0.34782608695652173,0.13333333333333333,0.375,0.09090909090909091,0.2857142857142857,0.25,0.3333333333333333,0.0,0.5,0.0
00147,20210627,20210821,20210822,20210828,20210829,20210904,30,10,0.0009,150,32,0.0018351204926148057,0.03341124206781387,0.16219298541545868,0.31015831232070923,0.9448456992777413,0.9483785572468564,0.9980897803247374,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4511627906976744,0.2670157068062827,0.40522875816993464,0.28,0.35,0.22580645161290322,0.35185185185185186,0.15384615384615385,0.3225806451612903,0.25,0.375,0.3333333333333333,0.4166666666666667,0.0,0.5,0.0,0.75,0.0,0.6479591836734694,0.5299145299145299,0.7105263157894737,0.551948051948052,0.6666666666666666,0.5,0.8,0.16666666666666666,0.0,0.21428571428571427,0.0,0.2222222222222222,0.0,0.14285714285714285,0.0,0.0,0.0,0.0
00148,20210704,20210828,20210829,20210904,20210905,20210911,30,10,0.0009,150,32,0.002072516828775406,0.035474348813295364,0.06545178592205048,0.1921049952507019,0.9329501915708812,0.9662998624484181,0.998166819431714,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5795918367346938,0.4864864864864865,0.6453900709219859,0.4666666666666667,0.75,0.3392857142857143,0.8695652173913043,0.08695652173913043,0.9,0.08333333333333333,1.0,0.25,1.0,0.0,1.0,0.0,0.0,0.0,0.44871794871794873,0.5531914893617021,0.43636363636363634,0.5736434108527132,0.4722222222222222,0.5375,0.5476190476190477,0.5116279069767442,0.7222222222222222,0.36363636363636365,0.875,0.3333333333333333,1.0,0.5,1.0,0.0,1.0,0.0
00149,20210711,20210904,20210905,20210911,20210912,20210918,30,10,0.0009,150,32,0.0017226135823875666,0.031666457653045654,0.17359966039657593,0.3376554250717163,0.9343155310006138,0.965154503616042,0.9990942028985508,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4140127388535032,0.5240641711229946,0.4953271028037383,0.5073529411764706,0.5205479452054794,0.5102040816326531,0.5454545454545454,0.38596491228070173,0.52,0.425,0.5333333333333333,0.4583333333333333,0.8333333333333334,0.6153846153846154,1.0,0.7142857142857143,1.0,0.8333333333333334,0.6280193236714976,0.5605381165919282,0.6402439024390244,0.5914634146341463,0.6693548387096774,0.6347826086956522,0.6923076923076923,0.7027027027027027,0.7377049180327869,0.6981132075471698,0.7297297297297297,0.625,0.6956521739130435,0.6923076923076923,0.7,1.0,1.0,0.0
00150,20210718,20210911,20210912,20210918,20210919,20210925,30,10,0.0009,150,32,0.001968430122360587,0.0343015193939209,0.21959832310676575,0.35244235396385193,0.9514754098360656,0.9393746011486918,0.9961127308066083,0.9962049335863378,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5859030837004405,0.5320197044334976,0.6011904761904762,0.5695364238410596,0.5847457627118644,0.6129032258064516,0.5647058823529412,0.6595744680851063,0.543859649122807,0.6071428571428571,0.4722222222222222,0.7333333333333333,0.47368421052631576,0.6666666666666666,0.6,1.0,0.3333333333333333,0.0,0.5333333333333333,0.5828571428571429,0.5471698113207547,0.5419847328244275,0.5235294117647059,0.504950495049505,0.5462184873949579,0.5352112676056338,0.6666666666666666,0.5,0.7142857142857143,0.4838709677419355,0.76,0.36363636363636365,0.8235294117647058,0.16666666666666666,1.0,0.0
00151,20210725,20210918,20210919,20210925,20210926,20211002,30,10,0.0009,150,32,0.0024414334911853075,0.03814136981964111,0.348554402589798,0.4537757635116577,0.9292682926829269,0.9699599465954606,0.9982363315696648,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4959349593495935,0.5271739130434783,0.5025906735751295,0.5,0.5306122448979592,0.5257731958762887,0.594059405940594,0.5588235294117647,0.671875,0.55,0.7142857142857143,0.48148148148148145,0.75,0.3888888888888889,0.9,0.23076923076923078,1.0,0.09090909090909091,0.4409090909090909,0.6190476190476191,0.4647058823529412,0.6125,0.5,0.5968992248062015,0.5353535353535354,0.5483870967741935,0.5571428571428572,0.5238095238095238,0.58,0.4791666666666667,0.6410256410256411,0.4411764705882353,0.6785714285714286,0.36,0.8095238095238095,0.3
00152,20210801,20210925,20210926,20211002,20211003,20211009,30,10,0.0009,150,32,0.002285792026668787,0.036660291254520416,0.6048861742019653,0.585233747959137,0.956687898089172,0.956687898089172,1.0,0.9981255857544518,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4148471615720524,0.5920398009950248,0.40106951871657753,0.5833333333333334,0.4090909090909091,0.578125,0.45528455284552843,0.6043956043956044,0.46808510638297873,0.5094339622641509,0.47540983606557374,0.5384615384615384,0.5,0.5454545454545454,0.5151515151515151,0.5384615384615384,0.5833333333333334,0.5,0.4681818181818182,0.49523809523809526,0.5,0.47560975609756095,0.4806201550387597,0.46296296296296297,0.46153846153846156,0.4027777777777778,0.5,0.4074074074074074,0.6363636363636364,0.4411764705882353,0.6486486486486487,0.43478260869565216,0.6190476190476191,0.35714285714285715,0.7,0.4444444444444444
00153,20210808,20211002,20211003,20211009,20211010,20211016,30,10,0.0009,150,32,0.0032054423354566097,0.04378091171383858,0.4626639783382416,0.547965943813324,0.9474327628361858,0.9621212121212122,0.9991511035653651,0.9990884229717412,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.41798941798941797,0.4605809128630705,0.42142857142857143,0.4205128205128205,0.43564356435643564,0.38125,0.45454545454545453,0.375,0.47368421052631576,0.35789473684210527,0.5,0.4142857142857143,0.5,0.36,0.55,0.3333333333333333,0.625,0.4117647058823529,0.541871921182266,0.46255506607929514,0.49640287769784175,0.4647058823529412,0.5543478260869565,0.47107438016528924,0.5737704918032787,0.5060240963855421,0.4074074074074074,0.5636363636363636,0.2857142857142857,0.6176470588235294,0.75,0.6818181818181818,0.5,0.7142857142857143,0.0,0.8181818181818182
00154,20210815,20211009,20211010,20211016,20211017,20211023,30,10,0.0009,150,32,0.003590442007407546,0.04558543860912323,0.26560255885124207,0.39979445934295654,0.9525240384615384,0.9525240384615384,0.9984152139461173,0.9944267515923567,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5118483412322274,0.4337899543378995,0.4868421052631579,0.4117647058823529,0.4175824175824176,0.4435483870967742,0.4722222222222222,0.45348837209302323,0.4375,0.4444444444444444,0.2,0.4523809523809524,0.0,0.4482758620689655,0.0,0.5,0.0,0.5555555555555556,0.4778761061946903,0.44607843137254904,0.4626865671641791,0.4065040650406504,0.4861111111111111,0.43209876543209874,0.42857142857142855,0.46153846153846156,0.5,0.5,0.0,0.6666666666666666,0.0,1.0,0.0,1.0,0.0,0.0
00155,20210822,20211016,20211017,20211023,20211024,20211030,30,10,0.0009,150,32,0.00349201331846416,0.04492932930588722,0.17213068902492523,0.31796205043792725,0.9393761035903473,0.9680250783699059,0.9953596287703016,0.99748322147651,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.47619047619047616,0.44221105527638194,0.4225352112676056,0.3984375,0.3614457831325301,0.35714285714285715,0.34615384615384615,0.5,0.6111111111111112,0.5454545454545454,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.6685082872928176,0.46987951807228917,0.7155963302752294,0.43529411764705883,0.6774193548387096,0.45098039215686275,0.6111111111111112,0.423728813559322,0.5555555555555556,0.34615384615384615,0.6363636363636364,0.4,0.0,0.6666666666666666,0.0,1.0,0.0,0.0
00156,20210829,20211023,20211024,20211030,20211031,20211106,30,10,0.0009,150,32,0.003677258500829339,0.04609985277056694,0.15716345608234406,0.3288555443286896,0.9565479782739892,0.951103160405486,0.9984375,0.9953307392996109,0.9989270386266095,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5838509316770186,0.40892193308550184,0.5416666666666666,0.4380952380952381,0.5581395348837209,0.45806451612903226,0.5357142857142857,0.44,0.4666666666666667,0.4146341463414634,0.3333333333333333,0.5714285714285714,0.0,1.0,0.0,0.0,0.0,0.0,0.45161290322580644,0.46311475409836067,0.42735042735042733,0.4444444444444444,0.410958904109589,0.4235294117647059,0.5333333333333333,0.225,0.6153846153846154,0.1,1.0,0.06666666666666667,1.0,0.0,1.0,0.0,0.0,0.0
00157,20210905,20211030,20211031,20211106,20211107,20211113,30,10,0.0009,150,32,0.0044142077676951885,0.05079730600118637,0.1256713718175888,0.2776995599269867,0.9591591591591592,0.9558735837805605,0.9984496124031008,0.9947328818660647,0.9989495798319328,0.9979591836734694,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5416666666666666,0.5526315789473685,0.5818181818181818,0.5447154471544715,0.5977011494252874,0.5394736842105263,0.6666666666666666,0.5306122448979592,0.6,0.5428571428571428,0.3333333333333333,0.44,0.0,0.1,0.0,0.0,0.0,0.0,0.4943181818181818,0.5748031496062992,0.515625,0.5529411764705883,0.589041095890411,0.5727272727272728,0.6666666666666666,0.5584415584415584,0.5263157894736842,0.4489795918367347,0.2222222222222222,0.4642857142857143,0.2222222222222222,0.375,0.2857142857142857,0.5555555555555556,0.3333333333333333,0.6
